prediction_row_position,source_row_index,value,unit,fraction_type,temperature,temperature_unit,component_inchi_0,fraction_0,component_inchi_1,fraction_1,component_inchi_2,fraction_2,component_inchi_3,fraction_3,y_true,y_pred,reference_ideal_value,reference_excess_value,predicted_excess,weighted_pure_pred,y_pred_mix,rank_true_desc,rank_pred_desc,rank_reference_ideal_desc,rank_weighted_pure_pred_desc,rank_reference_excess_desc,rank_predicted_excess_desc
10,47,-0.0059867212417845,ln(mPa*s),molar,323.15,K,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.5,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.5,,0.0,,0.0,-0.0059867212417845,0.1062395,,,0.0175006166100502,0.0887388810515403,0.1062394976615905,3681.0,3302.0,,3264.0,,2710.0
11,48,0.3785449892882211,ln(mPa*s),molar,298.15,K,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.6,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.4,,0.0,,0.0,0.3785449892882211,0.42132115,0.5306077088295479,-0.1520627195413267,-0.1156696319580078,0.5369907855987549,0.421321153640747,2422.5,2301.0,1639.0,1880.0,5234.0,6277.0
12,49,0.0241771434764374,ln(mPa*s),molar,323.15,K,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.6,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.4,,0.0,,0.0,0.0241771434764374,0.14831999,,,0.0222944319248199,0.1260255575180053,0.1483199894428253,3573.5,3149.0,,3125.0,,2563.0
13,50,0.05411074968536,ln(mPa*s),molar,323.15,K,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.7,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.3,,0.0,,0.0,0.05411074968536,0.1871593,,,0.0238470658659935,0.1633122339844703,0.1871592998504638,3470.0,3025.0,,3005.0,,2512.0
14,96,-0.4757140802125699,ln(mPa*s),molar,308.2,K,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.8,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.2,,0.0,,0.0,-0.4757140802125699,-0.4116199,,,0.0315688729286194,-0.4431887745857239,-0.4116199016571045,5570.5,5339.0,,5514.0,,2332.0
15,97,-0.343775954384011,ln(mPa*s),molar,308.2,K,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.7,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.3,,0.0,,0.0,-0.343775954384011,-0.27771467,,,0.0481895327568053,-0.3259042024612426,-0.2777146697044372,4966.0,4769.0,,4951.0,,1995.0
16,98,-0.2178245497972367,ln(mPa*s),molar,308.2,K,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.6,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.4,,0.0,,0.0,-0.2178245497972367,-0.1576625,,,0.0509571343660354,-0.2086196303367614,-0.157662495970726,4490.0,4258.0,,4429.0,,1936.0
17,99,-0.1581875958886909,ln(mPa*s),molar,312.31666666666666,K,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.5,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.5,,0.0,,0.0,-0.1581875958886909,-0.09325214,,,0.0387677103281021,-0.1320198476314544,-0.0932521373033523,4257.0,4003.0,,4082.0,,2179.0
18,100,-0.0280915381345273,ln(mPa*s),molar,308.95,K,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.6,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.4,,0.0,,0.0,-0.0280915381345273,0.066752136,,,0.0491357445716858,0.0176163911819457,0.0667521357536315,3753.5,3442.0,,3516.0,,1968.0
19,101,0.0672354847154261,ln(mPa*s),molar,305.55,K,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.7,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.3,,0.0,,0.0,0.0672354847154261,0.20482692,,,0.0242439806461334,0.1805829405784606,0.2048269212245941,3423.0,2978.0,,2941.0,,2502.0
20,102,0.3140726066843878,ln(mPa*s),molar,303.03333333333336,K,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.8,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.2,,0.0,,0.0,0.3140726066843878,0.36068332,,,0.0159808039665221,0.3447025179862976,0.3606833219528198,2629.0,2486.0,,2412.0,,2773.0
21,308,-0.9178104180674268,ln(mPa*s),molar,308.15,K,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.9,"InChI=1S/C10H12O2/c1-2-8-12-10(11)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",0.1,,0.0,,0.0,-0.9178104180674268,-0.88771844,-0.8791730402069867,-0.03863737786044,-0.0164919912815093,-0.8712264478206635,-0.8877184391021729,6923.5,6915.0,5711.0,6906.0,3796.0,4192.0
22,309,-0.7688331625507119,ln(mPa*s),molar,308.15,K,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.8,"InChI=1S/C10H12O2/c1-2-8-12-10(11)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",0.2,,0.0,,0.0,-0.7688331625507119,-0.757381,-0.7090580535365866,-0.0597751090141253,-0.0449023485183716,-0.7124786734580993,-0.757381021976471,6697.0,6710.0,5487.0,6627.0,4242.0,5147.0
23,310,-0.62261900914559,ln(mPa*s),molar,308.15,K,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.7,"InChI=1S/C10H12O2/c1-2-8-12-10(11)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",0.3,,0.0,,0.0,-0.62261900914559,-0.6019308,-0.5389430668661863,-0.0836759422794036,-0.0481998980045318,-0.5537308990955353,-0.6019307971000671,6303.0,6276.0,4991.0,6085.0,4600.0,5225.0
24,311,-0.4694971004614859,ln(mPa*s),molar,308.15,K,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.6,"InChI=1S/C10H12O2/c1-2-8-12-10(11)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",0.4,,0.0,,0.0,-0.4694971004614859,-0.41551095,-0.3688280801957862,-0.1006690202656996,-0.0205278277397156,-0.3949831247329711,-0.4155109524726867,5539.0,5367.0,4296.0,5278.0,4811.0,4373.0
25,312,-0.3030201982380164,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H12O2/c1-2-8-12-10(11)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",0.5,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.5,,0.0,,0.0,-0.3030201982380164,-0.25834012,-0.1987130935253862,-0.1043071047126302,-0.0221047699451446,-0.2362353503704071,-0.2583401203155517,4827.5,4681.0,3717.0,4550.0,4850.0,4424.0
26,313,-0.1197344248356903,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H12O2/c1-2-8-12-10(11)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",0.6,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.4,,0.0,,0.0,-0.1197344248356903,-0.08452155,-0.0285981068549861,-0.0911363179807041,-0.007033970952034,-0.077487576007843,-0.084521546959877,4093.0,3975.0,3156.0,3857.0,4695.0,3781.0
27,314,0.0573343688155517,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H12O2/c1-2-8-12-10(11)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",0.7,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.3,,0.0,,0.0,0.0573343688155517,0.09339204,0.141516879815414,-0.0841825109998623,0.0121318385004997,0.081260198354721,0.0933920368552208,3454.0,3345.0,2685.0,3296.0,4608.0,2918.0
28,315,0.2390083326527819,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H12O2/c1-2-8-12-10(11)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",0.8,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.2,,0.0,,0.0,0.2390083326527819,0.2412431,0.3116318664858142,-0.0726235338330323,0.0012351214885711,0.2400079727172852,0.2412430942058563,2863.0,2866.0,2215.0,2750.0,4442.0,3374.0
29,351,-0.4913716588449294,ln(mPa*s),molar,303.15,K,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.84,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",0.16,,0.0,,0.0,-0.4913716588449294,-0.48813093,,,-0.0034296250343323,-0.4847013020515441,-0.4881309270858764,5634.0,5685.0,,5714.0,,3615.0
30,352,-0.4395634942525633,ln(mPa*s),molar,303.15,K,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.74,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",0.26,,0.0,,0.0,-0.4395634942525633,-0.45386118,,,-0.0221703669428825,-0.4316908100247383,-0.4538611769676208,5411.0,5549.0,,5463.0,,4428.0
31,353,-0.3868342956229997,ln(mPa*s),molar,303.15,K,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.64,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",0.36,,0.0,,0.0,-0.3868342956229997,-0.4235015,,,-0.0448211735486984,-0.3786803179979324,-0.4235014915466308,5151.0,5406.0,,5191.0,,5143.0
32,354,-0.3292696682981485,ln(mPa*s),molar,303.15,K,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.54,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",0.46,,0.0,,0.0,-0.3292696682981485,-0.39362824,,,-0.0679584136605262,-0.3256698259711266,-0.3936282396316528,4910.5,5255.0,,4950.0,,5622.0
33,355,-0.2721655579918962,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",0.56,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.44,,0.0,,0.0,-0.2721655579918962,-0.33776414,,,-0.0651048099994659,-0.2726593339443207,-0.3377641439437866,4707.5,5006.0,,4711.0,,5575.0
34,356,-0.2116075700461528,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",0.66,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.34,,0.0,,0.0,-0.2116075700461528,-0.2691309,,,-0.0494820436835289,-0.2196488419175148,-0.2691308856010437,4467.5,4728.0,,4479.0,,5246.0
35,357,-0.1487469970074153,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",0.76,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.24,,0.0,,0.0,-0.1487469970074153,-0.19255136,,,-0.0259130096435546,-0.1666383498907089,-0.1925513595342636,4220.0,4406.0,,4241.0,,4559.0
36,358,-0.0856561654593785,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",0.86,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.14,,0.0,,0.0,-0.0856561654593785,-0.12240775,,,-0.0087798914313316,-0.113627857863903,-0.1224077492952346,3976.5,4114.0,,3989.0,,3865.0
37,388,-0.040986014655294,ln(mPa*s),molar,308.15,K,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.8,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.2,,0.0,,0.0,-0.040986014655294,-0.020333797,-0.0058025144343449,-0.035183500220949,-0.001691934466362,-0.0186418622732162,-0.0203337967395782,3804.5,3722.0,3093.5,3643.0,3704.0,3535.0
38,389,-0.0773668591245999,ln(mPa*s),molar,308.15,K,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.7,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.3,,0.0,,0.0,-0.0773668591245999,-0.048715845,-0.0240159625199278,-0.053350896604672,-0.0107365354895591,-0.0379793092608451,-0.0487158447504043,3945.0,3823.0,3142.0,3702.0,4120.0,3952.0
39,390,-0.1146687376311034,ln(mPa*s),molar,308.15,K,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.6,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.4,,0.0,,0.0,-0.1146687376311034,-0.080238685,-0.0422294106055108,-0.0724393270255926,-0.0229219287633895,-0.0573167562484741,-0.0802386850118637,4073.0,3961.0,3203.0,3773.0,4439.0,4456.0
40,391,-0.1418392417284332,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.5,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.5,,0.0,,0.0,-0.1418392417284332,-0.10694502,-0.0604428586910937,-0.0813963830373395,-0.0302908197045326,-0.076654203236103,-0.1069450229406356,4184.5,4053.0,3251.0,3853.0,4577.0,4698.0
41,392,-0.1648650926583736,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.6,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.4,,0.0,,0.0,-0.1648650926583736,-0.13079761,-0.0786563067766766,-0.086208785881697,-0.0348059594631195,-0.095991650223732,-0.1307976096868515,4284.5,4150.0,3305.0,3927.0,4635.0,4839.0
42,393,-0.1814437053279308,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.7,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.3,,0.0,,0.0,-0.1814437053279308,-0.15266515,-0.0968697548622595,-0.0845739504656713,-0.0373360559344291,-0.1153290972113609,-0.1526651531457901,4356.5,4237.0,3357.0,3997.0,4612.0,4920.0
43,394,-0.1959499914137933,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.8,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.2,,0.0,,0.0,-0.1959499914137933,-0.14741845,-0.1150832029478424,-0.0808667884659509,-0.0127519100904464,-0.1346665441989898,-0.1474184542894363,4402.0,4206.0,3427.0,4089.0,4571.5,4029.0
44,395,-0.1950289573765956,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.9,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.1,,0.0,,0.0,-0.1950289573765956,-0.1484722,-0.1332966510334253,-0.0617323063431702,0.0055317863821983,-0.1540039911866188,-0.1484722048044204,4401.0,4211.0,3485.0,4181.0,4272.0,3183.0
45,414,0.7246235287652262,ln(mPa*s),molar,308.15,K,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.8,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.2,,0.0,,0.0,0.7246235287652262,0.8490807,0.7708133857306871,-0.0461898569654609,0.0855664819478988,0.7635141998529434,0.8490806818008423,1587.5,1369.0,1173.0,1389.0,3972.0,1504.0
46,415,0.5954485050482603,ln(mPa*s),molar,308.15,K,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.7,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.3,,0.0,,0.0,0.5954485050482603,0.7585519,0.6555229501244751,-0.0600744450762148,0.1121446505188942,0.6464072450995445,0.7585518956184387,1871.0,1519.0,1393.0,1636.0,4245.0,1249.0
47,416,0.4754838217032704,ln(mPa*s),molar,308.15,K,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.6,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.4,,0.0,,0.0,0.4754838217032704,0.6286449,0.5402325145182633,-0.0647486928149928,0.0993445932865142,0.5293002903461457,0.6286448836326599,2144.0,1771.0,1617.0,1894.0,4318.0,1361.0
48,417,0.3587427574884723,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.5,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.5,,0.0,,0.0,0.3587427574884723,0.50244534,0.4249420789120514,-0.0661993214235791,0.0902520045638084,0.4121933355927467,0.5024453401565552,2492.5,2085.0,1904.0,2213.0,4343.0,1456.0
49,418,0.2403898837085784,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.6,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.4,,0.0,,0.0,0.2403898837085784,0.38820884,0.3096516433058395,-0.0692617595972611,0.0931224554777145,0.2950863808393478,0.3882088363170624,2858.0,2406.0,2222.0,2572.0,4398.0,1422.0
50,419,0.1201949418542892,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.7,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.3,,0.0,,0.0,0.1201949418542892,0.24691483,0.1943612076996275,-0.0741662658453383,0.0689354076981544,0.1779794260859489,0.2469148337841034,3269.0,2851.0,2537.0,2952.0,4467.0,1688.0
51,420,0.0299336062089225,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.8,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.2,,0.0,,0.0,0.0299336062089225,0.09991141,0.0790707720934156,-0.0491371658844931,0.039038935303688,0.06087247133255,0.0999114066362381,3552.0,3325.0,2855.0,3366.0,4033.0,2176.0
52,484,-0.2758496941406867,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H14/c1-8(2)10-6-4-5-9(3)7-10/h4-8H,1-3H3",0.6,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",0.4,,0.0,,0.0,-0.2758496941406867,-0.32570094,,,0.0139358282089233,-0.339636766910553,-0.3257009387016296,4720.5,4949.0,,5003.0,,2849.0
53,721,-0.2420016932736742,ln(mPa*s),molar,303.15,K,"InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2",0.8,"InChI=1S/C10H15N/c1-3-11(4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3",0.2,,0.0,,0.0,-0.2420016932736742,-0.07660024,-0.2348176277835328,-0.0071840654901413,0.2188460737466812,-0.2954463124275208,-0.0766002386808395,4596.0,3943.0,3843.0,4816.0,2877.0,659.0
54,722,-0.1542732012306011,ln(mPa*s),molar,303.15,K,"InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2",0.7,"InChI=1S/C10H15N/c1-3-11(4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3",0.3,,0.0,,0.0,-0.1542732012306011,0.2845394,-0.1527074433673651,-0.0015657578632359,0.4815805196762084,-0.1970411181449889,0.2845394015312195,4237.5,2731.0,3550.0,4368.0,2696.0,237.0
55,723,-0.0739129814851088,ln(mPa*s),molar,303.15,K,"InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2",0.6,"InChI=1S/C10H15N/c1-3-11(4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3",0.4,,0.0,,0.0,-0.0739129814851088,0.84881943,-0.0705972589511974,-0.0033157225339113,0.947455358505249,-0.0986359238624572,0.8488194346427917,3931.5,1370.0,3285.0,3935.0,2748.0,108.0
56,724,0.0069077552789821,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H15N/c1-3-11(4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3",0.5,"InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2",0.5,,0.0,,0.0,0.0069077552789821,1.9474226,0.0115129254649702,-0.0046051701859881,1.947653353214264,-0.0002307295799255,1.9474226236343384,3636.0,173.0,3044.0,3583.0,2790.0,13.0
