prediction_row_position,source_row_index,value,unit,fraction_type,component_inchi_0,fraction_0,component_inchi_1,fraction_1,component_inchi_2,fraction_2,component_inchi_3,fraction_3,y_true,y_pred,reference_ideal_value,reference_excess_value,predicted_excess,weighted_pure_pred,y_pred_mix,rank_true_desc,rank_pred_desc,rank_reference_ideal_desc,rank_weighted_pure_pred_desc,rank_reference_excess_desc,rank_predicted_excess_desc
15,168,67.8,-,molar,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.6,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.4,,0.0,,0.0,67.8,52.39782,43.2,24.59999999999999,9.339285659790036,43.05853385925293,52.39781951904297,12.0,14.0,14.0,15.0,3.0,13.0
16,169,67.8,-,molar,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.598,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.402,,0.0,,0.0,67.8,52.511566,43.386,24.41399999999999,9.268511585235592,43.24305457687378,52.511566162109375,12.0,13.0,13.0,14.0,4.0,14.0
17,170,67.8,-,molar,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.57,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.43,,0.0,,0.0,67.8,54.08262,45.99,21.809999999999995,8.256274089813232,45.82634462356568,54.082618713378906,12.0,12.0,12.0,12.0,8.0,15.0
18,171,74.9,-,molar,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.542,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.458,,0.0,,0.0,74.9,55.662315,48.594,26.306000000000004,7.252680698394776,48.40963467025757,55.66231536865234,8.0,11.0,10.0,11.0,1.0,19.0
19,172,74.9,-,molar,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.54,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.46,,0.0,,0.0,74.9,55.772705,48.78,26.120000000000005,7.178549690246577,48.59415538787842,55.772705078125,8.0,10.0,9.0,10.0,2.0,20.0
20,173,74.9,-,molar,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.513,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.487,,0.0,,0.0,74.9,57.305275,51.291,23.609,6.220089887619018,51.08518507575989,57.305274963378906,8.0,9.0,8.0,9.0,5.0,22.0
21,174,69.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.59,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.41,,0.0,,0.0,69.7,63.32863,60.87,8.830000000000005,2.7406265068054267,60.58800203323364,63.32862854003906,10.0,7.0,7.0,8.0,27.0,30.0
22,175,83.6,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.591,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.409,,0.0,,0.0,83.6,63.38636,60.963,22.636999999999997,2.706097776412967,60.680262392044064,63.38636016845703,5.5,6.0,6.0,7.0,7.0,32.0
23,176,83.6,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.619,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.381,,0.0,,0.0,83.6,64.98814,63.567,20.033,1.7245838527679496,63.26355243873596,64.9881362915039,5.5,5.0,5.0,5.0,11.0,39.0
24,177,92.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.765,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.235,,0.0,,0.0,92.7,74.17857,77.145,15.555000000000009,-2.5549912166595448,76.73356482505798,74.17857360839844,3.5,4.0,4.0,4.0,15.0,78.0
25,178,92.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.786,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.214,,0.0,,0.0,92.7,75.80966,79.09800000000001,13.60199999999999,-2.8613704948425323,78.67103236007691,75.80966186523438,3.5,3.0,3.0,3.0,19.0,85.0
26,179,98.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.873,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.127,,0.0,,0.0,98.7,83.86514,87.18900000000001,11.510999999999996,-2.832540754318245,86.69768357658387,83.86514282226562,1.5,2.0,2.0,2.0,23.0,84.0
27,180,98.7,-,molar,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.885,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.115,,0.0,,0.0,98.7,85.16437,88.30499999999999,10.39500000000001,-2.640440206527714,87.80480788230896,85.16436767578125,1.5,1.0,1.0,1.0,25.0,80.0
28,311,18.12,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.869,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.131,,0.0,,0.0,18.12,14.743052,17.8275,0.2925000000000004,-1.468289192199709,16.211340721130373,14.743051528930664,87.5,71.0,95.0,70.0,68.0,70.0
29,312,18.12,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.855,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.145,,0.0,,0.0,18.12,14.564531,17.8625,0.2575000000000003,-1.6239913558959955,16.18852268218994,14.564531326293944,87.5,72.0,94.0,71.0,69.0,71.0
30,313,16.2,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.85,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.15,,0.0,,0.0,16.2,14.500774,17.875,-1.6750000000000007,-1.6795989990234368,16.18037338256836,14.500774383544922,97.0,73.0,93.0,72.0,87.0,72.0
31,314,18.2,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.747,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.253,,0.0,,0.0,18.2,13.228027,18.1325,0.067499999999999,-2.7844704666137687,16.01249781036377,13.22802734375,85.5,79.0,92.0,73.0,70.0,81.0
32,315,18.2,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.724,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.276,,0.0,,0.0,18.2,12.9965725,18.19,0.009999999999998,-2.978438537597656,15.975011032104492,12.996572494506836,85.5,81.0,91.0,74.0,71.0,87.0
33,316,16.3,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.72,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.28,,0.0,,0.0,16.3,12.961105,18.2,-1.8999999999999984,-3.00738624572754,15.968491592407227,12.961105346679688,96.0,82.0,90.0,75.0,89.0,88.0
34,317,18.28,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.632,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.368,,0.0,,0.0,18.28,12.247795,18.42,-0.1400000000000005,-3.5772688140869136,15.825063919067382,12.247795104980469,83.5,92.0,89.0,76.0,73.0,94.0
35,318,18.28,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.604,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.396,,0.0,,0.0,18.28,12.141554,18.49,-0.2100000000000008,-3.637873962402345,15.779427841186523,12.14155387878418,83.5,93.0,88.0,77.0,77.0,97.0
36,319,16.4,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.6,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.4,,0.0,,0.0,16.4,12.1351795,18.5,-2.1000000000000014,-3.637728881835937,15.772908401489255,12.13517951965332,95.0,94.0,87.0,78.0,91.0,96.0
37,320,18.34,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.525,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.475,,0.0,,0.0,18.34,12.070368,18.6875,-0.3475000000000001,-3.5803010940551765,15.650668907165528,12.070367813110352,81.5,97.0,86.0,79.0,79.0,95.0
38,321,18.34,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.504,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.496,,0.0,,0.0,18.34,12.07332,18.76,-0.4199999999999981,-3.530082580566406,15.603402969360353,12.073320388793944,81.5,96.0,85.0,80.0,82.0,93.0
39,322,16.5,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.51,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.49,,0.0,,0.0,16.5,12.078508,18.775,-2.2749999999999986,-3.515115432739257,15.593623809814453,12.078508377075195,94.0,95.0,83.0,81.0,93.0,92.0
40,323,18.43,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.576,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.424,,0.0,,0.0,18.43,12.27108,18.94,-0.509999999999998,-3.2149730377197265,15.48605305480957,12.271080017089844,79.5,91.0,80.0,82.0,84.0,91.0
41,324,18.43,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.604,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.396,,0.0,,0.0,18.43,12.353285,19.01,-0.5800000000000018,-3.08713214111328,15.44041697692871,12.35328483581543,79.5,90.0,79.0,83.0,86.0,90.0
42,325,16.6,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.61,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.39,,0.0,,0.0,16.6,12.362289,19.025,-2.424999999999997,-3.068348388671875,15.430637817382811,12.362289428710938,93.0,89.0,78.0,84.0,95.0,89.0
43,326,18.69,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.671,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.329,,0.0,,0.0,18.69,12.435324,19.1775,-0.4875000000000007,-2.895892646789552,15.331216361999513,12.43532371520996,77.5,88.0,77.0,85.0,83.0,86.0
44,327,18.69,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.696,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.304,,0.0,,0.0,18.69,12.466816,19.24,-0.5499999999999972,-2.823653915405272,15.2904698638916,12.466815948486328,77.5,87.0,76.0,86.0,85.0,83.0
45,328,16.9,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.7,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.3,,0.0,,0.0,16.9,12.471857,19.25,-2.3500000000000014,-2.8120933532714822,15.283950424194334,12.471857070922852,92.0,86.0,75.0,87.0,94.0,82.0
46,329,19.04,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.76,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.24,,0.0,,0.0,19.04,12.597939,19.4,-0.3599999999999994,-2.588220291137695,15.186158828735351,12.597938537597656,75.5,85.0,74.0,88.0,80.0,79.0
47,330,17.3,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.78,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.22,,0.0,,0.0,17.3,12.709324,19.450000000000003,-2.150000000000002,-2.444237747192384,15.153561630249024,12.70932388305664,91.0,84.0,73.0,89.0,92.0,77.0
48,331,19.04,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.781,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.219,,0.0,,0.0,19.04,12.716017,19.4525,-0.4125000000000014,-2.4359150009155286,15.151931770324708,12.71601676940918,75.5,83.0,72.0,90.0,81.0,76.0
49,332,19.45,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.844,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.156,,0.0,,0.0,19.45,13.203747,19.61,-0.1600000000000001,-1.8455037994384755,15.049250595092772,13.203746795654297,73.5,80.0,71.0,91.0,75.0,75.0
50,333,19.45,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.859,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.141,,0.0,,0.0,19.45,13.324959,19.6475,-0.1975000000000015,-1.6998438949584962,15.024802696228027,13.324958801269531,73.5,78.0,70.0,92.0,76.0,74.0
51,334,17.7,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.86,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.14,,0.0,,0.0,17.7,13.333042,19.65,-1.9499999999999995,-1.6901306915283207,15.023172836303711,13.33304214477539,90.0,77.0,69.0,93.0,90.0,73.0
52,335,19.68,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.924,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.076,,0.0,,0.0,19.68,13.960091,19.81,-0.1300000000000025,-0.9587711639404296,14.91886180114746,13.960090637207031,70.5,76.0,68.0,94.0,72.0,69.0
53,336,18.0,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.93,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.07,,0.0,,0.0,18.0,14.026747,19.825000000000003,-1.8250000000000028,-0.882335891723633,14.909082641601564,14.02674674987793,89.0,75.0,67.0,95.0,88.0,68.0
54,337,19.68,-,molar,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,0.932,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.068,,0.0,,0.0,19.68,14.048979,19.83,-0.1500000000000021,-0.8568441162109384,14.90582292175293,14.048978805541992,70.5,74.0,66.0,96.0,74.0,67.0
55,352,21.02,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.872,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.128,,0.0,,0.0,21.02,18.511139,18.7672,2.2528000000000006,0.2134374237060541,18.29770149230957,18.511138916015625,67.5,69.0,84.0,69.0,39.0,66.0
56,353,19.53,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.87,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.13,,0.0,,0.0,19.53,18.543695,18.787,0.7430000000000021,0.2167306900024428,18.32696475982666,18.5436954498291,72.0,68.0,82.0,68.0,64.0,65.0
57,354,21.02,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.869,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.131,,0.0,,0.0,21.02,18.559975,18.7969,2.2230999999999987,0.21837827682495,18.34159639358521,18.55997467041016,67.5,67.0,81.0,67.0,40.0,64.0
58,355,21.17,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.752,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.248,,0.0,,0.0,21.17,20.49625,19.9552,1.214800000000004,0.4427526092529277,20.053497543334963,20.49625015258789,65.5,66.0,65.0,65.0,57.0,63.0
59,356,19.7,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.75,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.25,,0.0,,0.0,19.7,20.530106,19.975,-0.2750000000000021,0.4473447799682617,20.08276081085205,20.530105590820312,69.0,65.0,64.0,64.0,78.0,62.0
60,357,21.17,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.747,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.253,,0.0,,0.0,21.17,20.580786,20.0047,1.165300000000002,0.4541300392150873,20.12665571212769,20.580785751342773,65.5,64.0,63.0,62.0,60.0,60.0
61,358,21.7,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.64,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.36,,0.0,,0.0,21.7,22.51524,21.064,0.6359999999999992,0.8229991912841825,21.69224052429199,22.51523971557617,63.0,59.0,61.0,59.0,65.0,56.0
62,359,22.9,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.639,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.361,,0.0,,0.0,22.9,22.53432,21.0739,1.8260999999999967,0.8274486732482913,21.706872158050537,22.534320831298828,60.5,58.0,60.0,58.0,45.0,55.0
63,360,22.9,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.632,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.368,,0.0,,0.0,22.9,22.667763,21.1432,1.7567999999999984,0.8584691619873048,21.80929359436035,22.667762756347656,60.5,57.0,59.0,57.0,48.0,54.0
64,361,24.02,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.531,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.469,,0.0,,0.0,24.02,24.623318,22.1431,1.876900000000003,1.3362291145324718,23.287088603973388,24.62331771850586,53.5,56.0,55.0,56.0,43.0,46.0
65,362,23.0,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.53,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.47,,0.0,,0.0,23.0,24.642864,22.153,0.8470000000000013,1.3411439895629869,23.30172023773193,24.64286422729492,59.0,55.0,54.0,55.0,62.0,45.0
66,363,24.02,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.525,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.475,,0.0,,0.0,24.02,24.742012,22.2025,1.817499999999999,1.367133617401123,23.374878406524655,24.74201202392578,53.5,54.0,53.0,54.0,47.0,44.0
67,364,24.51,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.569,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.431,,0.0,,0.0,24.51,26.651075,23.1331,1.376900000000003,1.9008233833313,24.75025197982788,26.65107536315918,51.5,51.0,52.0,50.0,52.0,37.0
68,365,23.6,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.57,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.43,,0.0,,0.0,23.6,26.6702,23.143,0.4570000000000043,1.9053167343139636,24.764883613586427,26.67020034790039,55.0,50.0,51.0,49.0,67.0,36.0
69,366,24.51,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.576,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.424,,0.0,,0.0,24.51,26.78101,23.2024,1.3076000000000043,1.9283362579345715,24.85267341613769,26.781009674072266,51.5,49.0,50.0,48.0,54.0,35.0
70,367,25.34,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.664,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.336,,0.0,,0.0,25.34,27.875433,24.0736,1.2664000000000009,1.7351757812499995,26.14025718688965,27.87543296813965,48.5,48.0,48.0,47.0,56.0,38.0
