prediction_row_position,source_row_index,value,unit,fraction_type,component_inchi_0,fraction_0,component_inchi_1,fraction_1,component_inchi_2,fraction_2,component_inchi_3,fraction_3,y_true,y_pred,reference_ideal_value,reference_excess_value,predicted_excess,weighted_pure_pred,y_pred_mix,rank_true_desc,rank_pred_desc,rank_reference_ideal_desc,rank_weighted_pure_pred_desc,rank_reference_excess_desc,rank_predicted_excess_desc
14,23,7.8,-,molar,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.55,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.45,,0.0,,0.0,7.8,15.614838,12.825,-5.025,1.41868257522583,14.196155071258543,15.614837646484377,93.0,85.0,75.0,85.0,87.0,59.0
15,24,9.22,-,molar,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.564,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.436,,0.0,,0.0,9.22,15.478773,12.706,-3.485999999999999,1.3934615707397473,14.085311546325682,15.47877311706543,84.5,86.0,76.0,86.0,79.0,61.0
16,25,9.22,-,molar,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.645,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.355,,0.0,,0.0,9.22,14.577288,12.017499999999998,-2.7974999999999977,1.1332850933074958,13.4440025806427,14.577287673950195,84.5,87.0,77.0,87.0,71.0,70.0
17,26,7.5,-,molar,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.65,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.35,,0.0,,0.0,7.5,14.516361,11.975,-4.475000000000001,1.111945629119873,13.404415607452393,14.516361236572266,94.5,88.0,78.0,88.0,83.0,71.0
18,27,9.2,-,molar,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.668,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.332,,0.0,,0.0,9.2,14.3000145,11.822,-2.6220000000000017,1.0381119918823227,13.261902503967288,14.30001449584961,86.5,89.0,79.0,89.0,70.0,72.0
19,28,9.2,-,molar,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.739,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.261,,0.0,,0.0,9.2,13.478037,11.2185,-2.0184999999999995,0.7782693958282465,12.699767484664918,13.478036880493164,86.5,90.0,80.0,90.0,67.0,75.0
20,29,7.5,-,molar,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.74,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.26,,0.0,,0.0,7.5,13.466309,11.21,-3.710000000000001,0.774458503723146,12.691850090026854,13.46630859375,94.5,91.0,81.0,91.0,80.0,76.0
21,30,9.0,-,molar,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.775,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.225,,0.0,,0.0,9.0,13.055716,10.9125,-1.9125000000000012,0.6409742832183838,12.414741277694702,13.055715560913086,88.5,92.0,82.0,92.0,65.0,79.0
22,31,9.0,-,molar,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.829,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.171,,0.0,,0.0,9.0,12.419195,10.4535,-1.4535,0.4319932079315176,11.98720196723938,12.419195175170898,88.5,93.0,83.0,93.0,64.0,82.0
23,32,7.3,-,molar,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.83,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.17,,0.0,,0.0,7.3,12.407343,10.445,-3.1450000000000005,0.4280583381652825,11.97928457260132,12.407342910766602,96.0,94.0,84.0,94.0,76.0,83.0
24,33,8.92,-,molar,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.886,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.114,,0.0,,0.0,8.92,11.7953205,9.969,-1.0490000000000013,0.2594100379943853,11.535910472869872,11.795320510864258,90.5,95.0,85.0,95.0,61.0,88.0
25,34,8.92,-,molar,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.916,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.084,,0.0,,0.0,8.92,11.474506,9.714,-0.7940000000000005,0.1761177444458006,11.298388633728027,11.474506378173828,90.5,96.0,86.0,96.0,59.0,92.0
26,35,7.25,-,molar,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.92,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.08,,0.0,,0.0,7.25,11.43215,9.68,-2.430000000000001,0.1654308319091804,11.26671905517578,11.43214988708496,97.0,97.0,87.0,97.0,69.0,93.0
27,80,36.59,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.799,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.201,,0.0,,0.0,36.59,35.4992,27.2485,9.341500000000003,6.2058850193023645,29.29331389427185,35.49919891357422,9.0,9.0,12.0,10.0,4.0,4.0
28,81,45.0,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.646,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.354,,0.0,,0.0,45.0,47.901695,34.669,10.331000000000005,10.431184635162351,37.47051061630249,47.90169525146485,8.0,8.0,8.0,8.0,1.0,1.0
29,82,46.93,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.6,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.4,,0.0,,0.0,46.93,49.136074,36.900000000000006,10.029999999999994,9.207059860229492,39.92901420593262,49.13607406616211,7.0,7.0,7.0,7.0,2.0,2.0
30,83,50.0,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.533,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.467,,0.0,,0.0,50.0,50.815063,40.1495,9.850499999999997,7.305185346603395,43.50987812995911,50.8150634765625,6.0,6.0,6.0,6.0,3.0,3.0
31,84,55.08,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.603,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.397,,0.0,,0.0,55.08,54.382084,46.7455,8.334499999999998,3.603586454391476,50.77849743843079,54.382083892822266,4.0,5.0,5.0,5.0,5.0,20.0
32,85,55.0,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.61,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.39,,0.0,,0.0,55.0,54.57257,47.085,7.914999999999999,3.4199532508850083,51.15261754989624,54.57257080078125,5.0,4.0,4.0,4.0,6.0,26.0
33,86,59.1,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.744,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.256,,0.0,,0.0,59.1,58.72382,53.584,5.515999999999998,0.4094743347167977,58.31434539794922,58.723819732666016,3.0,3.0,3.0,3.0,9.0,84.0
34,87,61.21,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.807,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.193,,0.0,,0.0,61.21,61.357704,56.6395,4.570500000000003,-0.3237222385406539,61.68142640113831,61.357704162597656,2.0,2.0,2.0,2.0,10.0,95.0
35,88,65.0,-,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.934,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.066,,0.0,,0.0,65.0,68.04226,62.79900000000001,2.2009999999999934,-0.426774921417234,68.46903413772583,68.0422592163086,1.0,1.0,1.0,1.0,36.0,96.0
36,207,31.62,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.641,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.313,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.046,,0.0,31.62,30.584082,,,2.722202936172483,27.86187871360779,30.584081649780277,15.0,16.0,,13.0,,36.0
37,208,25.42,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.783,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.17,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.047,,0.0,25.42,24.650692,,,1.4052849750518774,23.245407011032107,24.650691986083984,29.0,35.0,,29.0,,60.0
38,209,29.14,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.597,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.292,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.111,,0.0,29.14,28.691685,,,2.575555860519408,26.116128862380982,28.69168472290039,16.0,22.0,,19.0,,40.0
39,210,23.36,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.729,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.158,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.113,,0.0,23.36,23.247797,,,1.4750939311981206,21.77270308113098,23.2477970123291,36.0,45.0,,36.0,,56.0
40,211,25.4,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.532,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.259,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.209,,0.0,25.4,25.202412,,,1.7613918800354007,23.441019771575927,25.202411651611328,31.0,34.0,,27.0,,53.0
41,212,20.55,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.648,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.212,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.14,,0.0,20.55,20.883137,,,1.3194895629882808,19.563647186279297,20.883136749267575,51.0,58.0,,54.0,,63.0
42,213,22.76,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.473,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.296,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.231,,0.0,22.76,21.40609,,,0.2982248096466051,21.10786497306824,21.406089782714844,39.0,55.0,,38.0,,87.0
43,214,17.98,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.575,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.3,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.125,,0.0,17.98,18.61048,,,0.9782695293426542,17.632209825515744,18.6104793548584,62.0,68.0,,65.0,,73.0
44,215,19.82,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.421,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.373,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.206,,0.0,19.82,18.468357,,,-0.5675066318511952,19.03586371803284,18.46835708618164,54.0,69.0,,55.0,,97.0
45,216,15.4,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.512,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.377,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.111,,0.0,15.4,16.486002,,,0.5719467277526853,15.914055240631104,16.48600196838379,70.0,80.0,,77.0,,80.0
46,378,15.6,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.535,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.398,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.067,,0.0,15.6,18.680807,15.3015,0.2984999999999989,2.0538747844696026,16.62693232917786,18.68080711364746,66.5,67.0,66.0,75.0,54.0,49.0
47,379,13.5,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.54,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.39,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.07,,0.0,13.5,18.841084,15.500000000000002,-2.0000000000000018,2.035656852722166,16.805426673889162,18.841083526611328,72.0,66.0,65.0,72.0,66.0,50.0
48,380,15.6,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.582,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.344,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.074,,0.0,15.6,19.207798,16.171,-0.5709999999999997,1.802253246307373,17.405544757843018,19.20779800415039,66.5,65.0,59.0,68.0,57.0,52.0
49,381,18.3,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.642,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.278,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.08,,0.0,18.3,19.744463,17.143,1.157,1.4694875984191889,18.27497536849976,19.744462966918945,59.0,61.0,53.0,61.0,47.0,57.0
50,382,16.4,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.64,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.28,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.08,,0.0,16.4,19.73494,17.12,-0.7200000000000024,1.4804618835449226,18.25447769165039,19.734939575195312,65.0,62.0,54.0,62.0,58.0,55.0
51,383,18.3,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.68,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.234,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.086,,0.0,18.3,20.210594,17.862000000000002,0.4379999999999988,1.2916626434326162,18.91893153381348,20.210594177246097,59.0,60.0,48.0,56.0,53.0,64.0
52,384,21.1,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.759,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.146,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.095,,0.0,21.1,21.30902,19.1935,1.9065000000000007,1.198678861618042,20.110340227127075,21.30901908874512,49.5,56.0,44.0,50.0,40.0,68.0
53,385,21.1,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.781,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.12,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.099,,0.0,21.1,21.682545,19.6345,1.4655000000000022,1.17706316566467,20.505481542587283,21.682544708251957,49.5,50.0,40.0,46.0,46.0,69.0
54,386,19.6,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.76,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.14,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.1,,0.0,19.6,21.591751,19.44,0.1600000000000001,1.259078445434568,20.332672653198244,21.59175109863281,57.0,52.0,42.0,49.0,55.0,66.0
55,387,16.5,-,molar,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.504,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.387,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.109,,0.0,16.5,19.349583,15.5735,0.9265000000000008,2.457976293563842,16.8916063785553,19.34958267211914,63.5,64.0,62.0,71.0,50.0,47.0
56,388,14.5,-,molar,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.5,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.39,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.11,,0.0,14.5,19.445208,15.655,-1.1550000000000011,2.4804379844665547,16.96476961135864,19.445207595825195,71.0,63.0,61.0,70.0,62.0,46.0
57,389,16.5,-,molar,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.445,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.432,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.123,,0.0,16.5,20.632584,16.749,-0.2489999999999987,2.6859454650878902,17.946638153076172,20.632583618164062,63.5,59.0,56.0,63.0,56.0,38.0
58,390,21.8,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.659,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.213,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.128,,0.0,21.8,22.244453,19.5945,2.2055000000000007,1.7592453670501698,20.48520806312561,22.24445343017578,43.5,49.0,41.0,47.0,35.0,54.0
59,391,18.1,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.47,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.4,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.13,,0.0,18.1,21.2989,17.515,0.5850000000000009,2.6658895683288577,18.63301103591919,21.298900604248047,61.0,57.0,51.0,59.0,52.0,39.0
60,392,19.8,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.472,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.395,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.133,,0.0,19.8,21.470499,17.679000000000002,2.1209999999999987,2.6897401733398425,18.780758865356447,21.47049903869629,55.5,54.0,49.0,57.0,37.0,37.0
61,393,21.8,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.689,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.176,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.135,,0.0,21.8,22.907743,20.2685,1.5315000000000012,1.8181532154083264,21.08959023857117,22.90774345397949,43.5,47.0,33.0,39.0,44.0,51.0
62,394,19.8,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.513,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.341,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.146,,0.0,19.8,22.47759,18.7615,1.0385000000000026,2.7252119922637945,19.75237856864929,22.47759056091309,55.5,48.0,47.0,53.0,48.0,35.0
63,395,22.8,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.565,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.276,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.159,,0.0,22.8,23.404755,19.9705,2.8294999999999995,2.5680191440582263,20.83673549461365,23.404754638671875,37.5,43.0,38.0,44.0,23.0,41.0
64,396,21.6,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.57,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.27,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.16,,0.0,21.6,23.484297,20.075000000000003,1.5249999999999986,2.553900394439701,20.930396404266357,23.48429679870605,46.0,42.0,35.0,42.0,45.0,42.0
