prediction_row_position,source_row_index,value,unit,fraction_type,temperature,temperature_unit,component_inchi_0,fraction_0,component_inchi_1,fraction_1,component_inchi_2,fraction_2,component_inchi_3,fraction_3,y_true,y_pred,reference_ideal_value,reference_excess_value,predicted_excess,weighted_pure_pred,y_pred_mix,rank_true_desc,rank_pred_desc,rank_reference_ideal_desc,rank_weighted_pure_pred_desc,rank_reference_excess_desc,rank_predicted_excess_desc
10,13711,-0.8079771091316107,ln(mPa*s),molar,303.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.5,InChI=1S/CH2Cl2/c2-1-3/h1H2,0.5,,0.0,,0.0,-0.8079771091316107,-0.7048208,-0.840328429688177,0.0323513205565663,0.0726595520973205,-0.7774803638458252,-0.7048208117485046,6491.0,6114.0,6289.0,6424.0,1954.5,1129.0
11,13712,-0.7805763465249816,ln(mPa*s),molar,303.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.6,InChI=1S/CH2Cl2/c2-1-3/h1H2,0.4,,0.0,,0.0,-0.7805763465249816,-0.6794992,-0.8096810221004263,0.0291046755754446,0.0634590625762939,-0.7429582715034485,-0.6794992089271545,6403.5,6017.0,6207.0,6290.0,2008.0,1233.0
12,13713,-0.7596228221787358,ln(mPa*s),molar,303.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.7,InChI=1S/CH2Cl2/c2-1-3/h1H2,0.3,,0.0,,0.0,-0.7596228221787358,-0.65944624,-0.7790336145126755,0.0194107923339397,0.0489899396896362,-0.7084361791610718,-0.6594462394714355,6339.5,5950.0,6115.0,6164.0,2230.0,1423.0
13,13714,-0.7361364542301965,ln(mPa*s),molar,303.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.8,InChI=1S/CH2Cl2/c2-1-3/h1H2,0.2,,0.0,,0.0,-0.7361364542301965,-0.6411699,-0.7483862069249247,0.0122497526947282,0.0327441811561585,-0.6739140868186951,-0.6411699056625366,6236.5,5882.5,6009.0,6030.0,2406.0,1756.0
14,13715,-0.7140316373374536,ln(mPa*s),molar,303.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.9,InChI=1S/CH2Cl2/c2-1-3/h1H2,0.1,,0.0,,0.0,-0.7140316373374536,-0.62174994,-0.7177387993371741,0.0037071619997205,0.0176420569419861,-0.6393919944763184,-0.6217499375343323,6173.0,5820.0,5904.0,5909.0,2598.0,2125.0
15,13716,-0.7966944421759399,ln(mPa*s),molar,307.15,K,"InChI=1S/CH4O/c1-2/h2H,1H3",0.9,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.1,,0.0,,0.0,-0.7966944421759399,-0.79709166,-0.7082291229031086,-0.0884653192728313,-0.0755789816379547,-0.7215126812458038,-0.7970916628837585,6458.5,6453.0,5874.0,6203.0,4717.0,4565.0
16,13717,-0.8160361569570899,ln(mPa*s),molar,307.15,K,"InChI=1S/CH4O/c1-2/h2H,1H3",0.8,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.2,,0.0,,0.0,-0.8160361569570899,-0.816119,-0.7010450574129672,-0.1149910995441226,-0.1022140264511108,-0.7139049887657165,-0.8161190152168274,6530.0,6520.0,5840.0,6184.0,5043.5,5006.0
17,13718,-0.8227136537267726,ln(mPa*s),molar,307.15,K,"InChI=1S/CH4O/c1-2/h2H,1H3",0.7,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.3,,0.0,,0.0,-0.8227136537267726,-0.845341,-0.6938609919228257,-0.1288526618039469,-0.1390437304973601,-0.7062972962856293,-0.8453410267829895,6556.0,6615.0,5814.0,6152.0,5184.0,5506.0
18,13719,-0.8213321026709762,ln(mPa*s),molar,307.15,K,"InChI=1S/CH4O/c1-2/h2H,1H3",0.6,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.4,,0.0,,0.0,-0.8213321026709762,-0.8453316,-0.6866769264326843,-0.1346551762382919,-0.1466420054435729,-0.698689603805542,-0.845331609249115,6552.0,6614.0,5795.0,6121.0,5248.0,5588.0
19,13720,-0.810970469752503,ln(mPa*s),molar,307.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.5,"InChI=1S/CH4O/c1-2/h2H,1H3",0.5,,0.0,,0.0,-0.810970469752503,-0.8343082,-0.6794928609425429,-0.13147760880996,-0.1432262957096099,-0.6910819113254547,-0.8343082070350647,6503.5,6579.0,5775.0,6091.0,5210.0,5547.0
20,13721,-0.7881748773318619,ln(mPa*s),molar,307.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.6,"InChI=1S/CH4O/c1-2/h2H,1H3",0.4,,0.0,,0.0,-0.7881748773318619,-0.788148,-0.6723087954524015,-0.1158660818794603,-0.1046737670898437,-0.6834742188453674,-0.7881479859352112,6430.0,6426.0,5758.0,6069.0,5050.0,5041.0
21,13722,-0.7766619518668917,ln(mPa*s),molar,307.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.7,"InChI=1S/CH4O/c1-2/h2H,1H3",0.3,,0.0,,0.0,-0.7766619518668917,-0.7568406,-0.66512472996226,-0.1115372219046316,-0.0809740602970123,-0.6758665263652801,-0.7568405866622925,6384.0,6317.0,5735.0,6037.0,5001.0,4665.0
22,13723,-0.7513335158439571,ln(mPa*s),molar,307.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.8,"InChI=1S/CH4O/c1-2/h2H,1H3",0.2,,0.0,,0.0,-0.7513335158439571,-0.7467783,-0.6579406644721187,-0.0933928513718383,-0.0785194754600524,-0.6682588338851929,-0.7467783093452454,6311.0,6280.0,5711.0,6014.0,4785.0,4620.0
23,13724,-0.7147224128653519,ln(mPa*s),molar,307.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.9,"InChI=1S/CH4O/c1-2/h2H,1H3",0.1,,0.0,,0.0,-0.7147224128653519,-0.7060107,-0.6507565989819774,-0.0639658138833745,-0.0453595578670501,-0.6606511414051056,-0.7060106992721558,6177.5,6118.0,5680.0,5979.0,4377.0,3947.0
24,13725,-0.6907755278982137,ln(mPa*s),molar,303.15,K,InChI=1S/CHCl3/c2-1(3)4/h1H,0.9,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.1,,0.0,,0.0,-0.6907755278982137,-0.553302,-0.4773719414795255,-0.2134035864186881,0.0733431577682496,-0.6266451478004457,-0.553301990032196,6098.0,5602.0,5191.0,5868.0,5826.0,1119.0
25,13726,-0.6509408057894168,ln(mPa*s),molar,303.15,K,InChI=1S/CHCl3/c2-1(3)4/h1H,0.8,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.2,,0.0,,0.0,-0.6509408057894168,-0.4890898,-0.5006741026206253,-0.1502667031687915,0.1351358890533447,-0.6242256760597229,-0.4890897870063782,5958.5,5367.0,5256.0,5860.0,5384.0,662.0
26,13727,-0.629987281443171,ln(mPa*s),molar,303.15,K,InChI=1S/CHCl3/c2-1(3)4/h1H,0.7,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.3,,0.0,,0.0,-0.629987281443171,-0.47929364,-0.523976263761725,-0.1060110176814459,0.142512559890747,-0.6218062043190002,-0.4792936444282532,5899.0,5326.0,5322.0,5853.0,4936.0,625.0
27,13728,-0.6216979751083924,ln(mPa*s),molar,303.15,K,InChI=1S/CHCl3/c2-1(3)4/h1H,0.6,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.4,,0.0,,0.0,-0.6216979751083924,-0.5227217,-0.5472784249028249,-0.0744195502055675,0.0966650247573852,-0.6193867325782776,-0.5227217078208923,5868.0,5491.0,5377.0,5850.0,4534.0,896.0
28,13729,-0.6306780569710692,ln(mPa*s),molar,303.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.5,InChI=1S/CHCl3/c2-1(3)4/h1H,0.5,,0.0,,0.0,-0.6306780569710692,-0.56650966,-0.5705805860439246,-0.0600974709271445,0.0504575967788696,-0.6169672608375549,-0.5665096640586853,5902.5,5635.0,5447.0,5846.0,4333.0,1407.0
29,13730,-0.6428817579639377,ln(mPa*s),molar,303.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.6,InChI=1S/CHCl3/c2-1(3)4/h1H,0.4,,0.0,,0.0,-0.6428817579639377,-0.5761593,-0.5938827471850243,-0.0489990107789133,0.0383884906768798,-0.6145477890968323,-0.5761592984199524,5938.0,5669.0,5514.0,5839.0,4179.5,1628.0
30,13731,-0.6652168333659798,ln(mPa*s),molar,303.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.7,InChI=1S/CHCl3/c2-1(3)4/h1H,0.3,,0.0,,0.0,-0.6652168333659798,-0.57966954,-0.617184908326124,-0.0480319250398557,0.0324587821960449,-0.6121283173561096,-0.5796695351600647,6007.0,5685.0,5582.0,5833.0,4159.0,1761.0
31,13732,-0.6695917450426686,ln(mPa*s),molar,303.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.8,InChI=1S/CHCl3/c2-1(3)4/h1H,0.2,,0.0,,0.0,-0.6695917450426686,-0.5877621,-0.6404870694672238,-0.0291046755754448,0.0219467282295227,-0.609708845615387,-0.5877621173858643,6022.0,5717.0,5655.0,5828.0,3774.0,2009.0
32,13733,-0.674427173737956,ln(mPa*s),molar,303.15,K,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,0.9,InChI=1S/CHCl3/c2-1(3)4/h1H,0.1,,0.0,,0.0,-0.674427173737956,-0.59289765,-0.6637892306083235,-0.0106379431296325,0.0143917202949525,-0.6072893738746644,-0.5928976535797119,6041.5,5732.5,5729.5,5820.0,3253.0,2215.0
33,13734,-0.7128803447909566,ln(mPa*s),molar,308.15,K,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.9,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.1,,0.0,,0.0,-0.7128803447909566,-0.68712884,-0.6566281909691121,-0.0562521538218445,-0.0097877144813536,-0.67734112739563,-0.6871288418769836,6170.0,6049.0,5703.0,6044.0,4287.0,3013.0
34,13735,-0.7501822232974601,ln(mPa*s),molar,308.15,K,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.8,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.2,,0.0,,0.0,-0.7501822232974601,-0.7017028,-0.6759008281974723,-0.0742813950999877,-0.0129994869232177,-0.6887032866477967,-0.7017027735710144,6303.5,6100.0,5767.0,6087.0,4530.0,3087.0
35,13736,-0.7732080742274006,ln(mPa*s),molar,308.15,K,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.7,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.3,,0.0,,0.0,-0.7732080742274006,-0.7040803,-0.6951734654258324,-0.0780346088015682,-0.0040148377418518,-0.7000654458999633,-0.7040802836418152,6373.5,6113.0,5818.0,6127.0,4581.0,2824.0
36,13737,-0.7934708230457482,ln(mPa*s),molar,308.15,K,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.6,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.4,,0.0,,0.0,-0.7934708230457482,-0.71365505,-0.7144461026541926,-0.0790247203915556,-0.0022274494171141,-0.7114276051521302,-0.7136550545692444,6450.5,6147.0,5892.0,6174.0,4593.0,2764.0
37,13738,-0.8077468506223113,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.5,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.5,,0.0,,0.0,-0.8077468506223113,-0.6986277,-0.7337187398825527,-0.0740281107397586,0.0241620540618896,-0.7227897644042969,-0.6986277103424072,6490.0,6088.0,5953.0,6210.0,4529.0,1944.0
38,13739,-0.8178782250314851,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.4,,0.0,,0.0,-0.8178782250314851,-0.6904803,-0.7529913771109129,-0.0648868479205722,0.0436716318130492,-0.7341519236564635,-0.6904802918434143,6540.5,6059.0,6023.0,6248.0,4390.0,1530.0
39,13740,-0.8270885654034613,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.7,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.3,,0.0,,0.0,-0.8270885654034613,-0.73022485,-0.7722640143392729,-0.0548245510641883,0.0152892351150512,-0.7455140829086303,-0.7302248477935791,6570.0,6210.0,6084.0,6297.0,4272.0,2196.0
40,13741,-0.82754908242206,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.8,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.2,,0.0,,0.0,-0.82754908242206,-0.7409116,-0.7915366515676333,-0.0360124308544267,0.0159646391868591,-0.7568762421607972,-0.740911602973938,6571.5,6260.0,6152.0,6347.0,3933.0,2169.0
41,13742,-0.8280095994406589,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.9,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.1,,0.0,,0.0,-0.8280095994406589,-0.75964195,-0.8108092887959933,-0.0172003106446655,0.0085964560508728,-0.768238401412964,-0.7596419453620911,6573.0,6325.0,6211.0,6392.0,3464.0,2378.0
42,13743,-0.6679799354775727,ln(mPa*s),molar,308.15,K,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",0.9,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.1,,0.0,,0.0,-0.6679799354775727,-0.6459601,-0.6410857415914022,-0.0268941938861705,0.0100506603717804,-0.6560107529163361,-0.6459600925445557,6015.5,5897.0,5658.0,5960.0,3727.0,2341.0
43,13744,-0.6880124257866209,ln(mPa*s),molar,308.15,K,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",0.8,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.2,,0.0,,0.0,-0.6880124257866209,-0.65259916,-0.662085317639508,-0.0259271081471129,0.0171437978744507,-0.6697429537773133,-0.6525991559028625,6092.0,5923.0,5727.0,6020.0,3699.0,2140.0
44,13745,-0.6997556097608906,ln(mPa*s),molar,308.15,K,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",0.7,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.3,,0.0,,0.0,-0.6997556097608906,-0.6565527,-0.6830848936876136,-0.0166707160732769,0.0269224822521209,-0.6834751546382903,-0.6565526723861694,6129.0,5939.0,5786.0,6070.0,3443.0,1873.0
45,13746,-0.7213999096350346,ln(mPa*s),molar,308.15,K,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",0.6,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.4,,0.0,,0.0,-0.7213999096350346,-0.6721533,-0.7040844697357194,-0.0173154398993152,0.0250540614128113,-0.6972073554992676,-0.6721532940864563,6198.0,5993.0,5849.0,6113.0,3468.0,1920.0
46,13747,-0.7407416244161845,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.5,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",0.5,,0.0,,0.0,-0.7407416244161845,-0.674963,-0.725084045783825,-0.0156575786323595,0.0359765589237213,-0.7109395563602448,-0.6749629974365234,6260.0,6000.0,5930.0,6172.0,3411.5,1677.0
47,13748,-0.7580110126136399,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.6,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",0.4,,0.0,,0.0,-0.7580110126136399,-0.6729049,-0.7460836218319307,-0.0119273907817092,0.0517668485641479,-0.7246717572212219,-0.672904908657074,6334.0,5996.0,5995.0,6217.0,3302.0,1381.0
48,13749,-0.7782737614319876,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.7,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",0.3,,0.0,,0.0,-0.7782737614319876,-0.6928498,-0.7670831978800363,-0.0111905635519512,0.0455541431903838,-0.738403958082199,-0.6928498148918152,6391.0,6073.0,6067.0,6265.0,3280.0,1494.0
49,13750,-0.7925497890085507,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.8,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",0.2,,0.0,,0.0,-0.7925497890085507,-0.7201547,-0.7880827739281422,-0.0044670150804084,0.0319814562797546,-0.7521361589431763,-0.7201547026634216,6444.0,6163.0,6138.0,6321.0,3025.5,1771.0
50,13751,-0.8112007282618023,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.9,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",0.1,,0.0,,0.0,-0.8112007282618023,-0.7529872,-0.8090823499762478,-0.0021183782855545,0.0128811538219452,-0.7658683598041535,-0.7529872059822083,6505.5,6304.0,6204.0,6381.0,2922.5,2270.0
51,13752,-0.5899223008250746,ln(mPa*s),molar,308.15,K,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.9,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.1,,0.0,,0.0,-0.5899223008250746,-0.683349,-0.5834750625646912,-0.0064472382603834,-0.008461946249008,-0.6748870670795442,-0.6833490133285522,5765.0,6033.0,5492.0,6033.0,3099.5,2975.0
52,13753,-0.6150204783387097,ln(mPa*s),molar,308.15,K,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.8,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.2,,0.0,,0.0,-0.6150204783387097,-0.7026019,-0.6108758251713203,-0.0041446531673893,-0.0160800099372863,-0.6865218997001649,-0.7026019096374512,5845.0,6105.0,5562.0,6080.0,3008.0,3185.0
53,13754,-0.6438027920011352,ln(mPa*s),molar,308.15,K,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.7,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.3,,0.0,,0.0,-0.6438027920011352,-0.72146535,-0.6382765877779495,-0.0055262042231857,-0.0233086168766022,-0.6981567323207855,-0.7214653491973877,5939.0,6169.0,5643.0,6117.0,3066.0,3378.0
54,13755,-0.6638352823101834,ln(mPa*s),molar,308.15,K,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.6,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.4,,0.0,,0.0,-0.6638352823101834,-0.7325014,-0.6656773503845786,0.0018420680743952,-0.0227098226547241,-0.7097915649414063,-0.7325013875961304,6005.0,6224.0,5738.0,6167.0,2694.5,3361.0
55,13756,-0.6960714736121001,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.5,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.5,,0.0,,0.0,-0.6960714736121001,-0.7377212,-0.6930781129912078,-0.0029933606208922,-0.0162948071956634,-0.721426397562027,-0.7377212047576904,6115.5,6244.0,5813.0,6202.0,2961.5,3195.0
56,13757,-0.7225512021815317,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.6,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.4,,0.0,,0.0,-0.7225512021815317,-0.75483,-0.7204788755978369,-0.0020723265836948,-0.0217687726020813,-0.7330612301826477,-0.754830002784729,6200.0,6309.0,5914.0,6242.0,2921.0,3340.0
57,13758,-0.7451165360928732,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.7,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.3,,0.0,,0.0,-0.7451165360928732,-0.77775484,-0.7478796382044659,0.0027631021115926,-0.0330587804317474,-0.7446960628032684,-0.7777548432350159,6279.5,6384.0,6005.0,6293.0,2648.0,3638.0
58,13759,-0.7743593667738976,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.8,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.2,,0.0,,0.0,-0.7743593667738976,-0.77204275,-0.7752804008110953,0.0009210340371976,-0.0157118558883666,-0.7563308954238892,-0.7720427513122559,6379.0,6363.0,6094.0,6341.0,2735.0,3171.0
59,13760,-0.8040627144735208,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",0.9,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",0.1,,0.0,,0.0,-0.8040627144735208,-0.7771854,-0.8026811634177244,-0.0013815510557964,-0.0092196524143218,-0.7679657280445099,-0.7771853804588318,6482.0,6380.0,6187.0,6391.0,2895.0,2999.0
60,13790,2.9390196126976003,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",0.92,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",0.08,,0.0,,0.0,2.9390196126976003,2.9482396,3.0102247541133487,-0.0712051414157484,-0.0225864744186399,2.97082603931427,2.94823956489563,93.0,72.0,65.0,71.0,4494.0,3358.0
61,13791,2.570145480799954,ln(mPa*s),molar,308.15,K,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",0.82,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",0.18,,0.0,,0.0,2.570145480799954,2.5675654,2.6464853869730787,-0.0763399061731244,-0.0414745724201202,2.609040013551712,2.567565441131592,152.0,133.0,118.0,127.0,4556.0,3857.0
