prediction_row_position,source_row_index,value,unit,fraction_type,temperature,temperature_unit,component_inchi_0,fraction_0,component_inchi_1,fraction_1,component_inchi_2,fraction_2,component_inchi_3,fraction_3,y_true,y_pred,reference_ideal_value,reference_excess_value,predicted_excess,weighted_pure_pred,y_pred_mix,rank_true_desc,rank_pred_desc,rank_reference_ideal_desc,rank_weighted_pure_pred_desc,rank_reference_excess_desc,rank_predicted_excess_desc
19,1925,0.4216033305272098,ln(mPa*s),molar,308.15,K,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",0.8,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.2,,0.0,,0.0,0.4216033305272098,0.27269962,0.5061542551419512,-0.0845509246147414,-0.20042365193367,0.4731232762336731,0.272699624300003,2597.5,3132.0,2180.0,2327.0,5417.0,6696.0
20,1926,0.5942972125017633,ln(mPa*s),molar,308.15,K,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",0.7,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.3,,0.0,,0.0,0.5942972125017633,0.47634423,0.7002852043322793,-0.1059879918305159,-0.1939716324210166,0.6703158602118492,0.4763442277908325,2066.5,2430.0,1666.0,1808.0,5691.0,6659.0
21,1927,0.784260482673772,ln(mPa*s),molar,308.15,K,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",0.6,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.4,,0.0,,0.0,0.784260482673772,0.7433007,0.8944161535226074,-0.1101556708488353,-0.1242077678442001,0.8675084441900254,0.7433006763458252,1585.0,1691.0,1227.0,1291.0,5743.0,6150.0
22,1928,0.9875787463851464,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.5,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",0.5,,0.0,,0.0,0.9875787463851464,0.95901954,1.0885471027129354,-0.100968356327789,-0.1056814864277839,1.0647010281682014,0.9590195417404176,1197.0,1242.0,943.0,988.0,5629.0,5943.0
23,1929,1.1920483026430178,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.6,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",0.4,,0.0,,0.0,1.1920483026430178,1.1748726,1.2826780519032634,-0.0906297492602457,-0.0870209753513335,1.2618936121463775,1.174872636795044,956.0,969.0,754.0,794.0,5503.0,5661.0
24,1930,1.4073400088379608,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.7,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",0.3,,0.0,,0.0,1.4073400088379608,1.4214151,1.4768090010935917,-0.0694689922556306,-0.0376711055636405,1.4590861961245536,1.421415090560913,767.5,737.0,606.0,636.0,5188.0,4705.0
25,1931,1.6237830075794013,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.8,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",0.2,,0.0,,0.0,1.6237830075794013,1.6275889,1.6709399502839195,-0.0471569427045184,-0.0286899119615555,1.65627878010273,1.6275888681411743,615.5,567.0,477.0,502.0,4805.0,4483.0
26,1932,1.8427588499231349,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.9,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",0.1,,0.0,,0.0,1.8427588499231349,1.8689272,1.865070899474248,-0.0223120495511128,0.0154558762907981,1.853471364080906,1.868927240371704,468.5,399.0,361.0,382.0,4198.0,3148.0
27,1935,2.4209379667739395,ln(mPa*s),molar,303.15,K,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",0.9,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.1,,0.0,,0.0,2.4209379667739395,2.546721,2.557918753956156,-0.1369807871822166,0.0617833852767941,2.4849375963211062,2.5467209815979004,182.0,150.0,94.0,106.0,6044.0,2191.0
28,1936,2.301433800447549,ln(mPa*s),molar,303.15,K,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",0.8,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.2,,0.0,,0.0,2.301433800447549,2.6014671,2.5258897953126085,-0.2244559948650595,0.144720697402954,2.456746435165406,2.60146713256836,219.0,134.0,99.0,112.0,6529.0,1174.0
29,1937,2.208869879709188,ln(mPa*s),molar,303.15,K,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",0.7,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.3,,0.0,,0.0,2.208869879709188,2.5966842,2.493860836669061,-0.2849909569598727,0.1681289434432984,2.4285552740097045,2.596684217453003,259.0,135.0,103.0,119.0,6728.0,1013.0
30,1938,2.138871292882169,ln(mPa*s),molar,303.15,K,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",0.6,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.4,,0.0,,0.0,2.138871292882169,2.5312476,2.461831878025514,-0.322960585143345,0.1308835029602049,2.400364112854004,2.531247615814209,287.0,155.0,112.0,131.0,6789.0,1285.0
31,1939,2.0918985569850905,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.5,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",0.5,,0.0,,0.0,2.0918985569850905,2.3435717,2.429802919381967,-0.3379043623968765,-0.0286012887954711,2.3721729516983032,2.343571662902832,318.5,201.0,118.0,138.0,6809.0,4479.0
32,1940,2.068181930527252,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.6,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",0.4,,0.0,,0.0,2.068181930527252,2.1401134,2.39777396073842,-0.3295920302111677,-0.2038684368133543,2.3439817905426024,2.140113353729248,331.5,269.0,126.0,143.0,6801.0,6717.0
33,1941,2.060583399720372,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.7,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",0.3,,0.0,,0.0,2.060583399720372,2.0661242,2.3657450020948727,-0.3051616023745005,-0.2496664285659786,2.315790629386901,2.066124200820923,336.5,303.0,137.0,152.0,6768.0,6887.0
34,1942,2.086832869780504,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.8,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",0.2,,0.0,,0.0,2.086832869780504,2.0717824,2.3337160434513256,-0.2468831736708217,-0.2158171176910404,2.287599468231201,2.071782350540161,322.0,300.0,145.0,166.0,6610.0,6770.0
35,1943,2.148772408782044,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.9,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",0.1,,0.0,,0.0,2.148772408782044,2.148819,2.301687084807779,-0.1529146760257349,-0.1105893373489381,2.2594083070755007,2.1488189697265625,284.0,266.0,150.0,169.0,6162.0,6003.0
36,1946,2.13081224505669,ln(mPa*s),molar,303.15,K,InChI=1S/C2H2Br4/c3-1(4)2(5)6/h1-2H,0.9,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.1,,0.0,,0.0,2.13081224505669,2.096436,2.143867902533967,-0.0130556574772766,-0.0082113265991212,2.1046473503112795,2.096436023712158,297.0,293.0,215.0,243.0,3958.0,3812.0
37,1947,2.1326543131310856,ln(mPa*s),molar,303.15,K,InChI=1S/C2H2Br4/c3-1(4)2(5)6/h1-2H,0.8,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.2,,0.0,,0.0,2.1326543131310856,2.105805,2.1578445940484405,-0.0251902809173549,-0.0129057407379149,2.118710660934448,2.105804920196533,294.0,288.0,204.0,236.0,4283.0,3977.0
38,1948,2.137950258844972,ln(mPa*s),molar,303.15,K,InChI=1S/C2H2Br4/c3-1(4)2(5)6/h1-2H,0.7,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.3,,0.0,,0.0,2.137950258844972,2.1139958,2.171821285562914,-0.033871026717942,-0.0187781810760498,2.1327739715576173,2.1139957904815674,288.0,283.0,194.0,229.0,4533.0,4200.0
39,1949,2.148311891763445,ln(mPa*s),molar,303.15,K,InChI=1S/C2H2Br4/c3-1(4)2(5)6/h1-2H,0.6,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.4,,0.0,,0.0,2.148311891763445,2.131928,2.185797977077388,-0.0374860853139429,-0.0149093151092527,2.146837282180786,2.131927967071533,285.0,276.0,187.0,221.0,4614.0,4054.0
40,1950,2.1635089533772054,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.5,InChI=1S/C2H2Br4/c3-1(4)2(5)6/h1-2H,0.5,,0.0,,0.0,2.1635089533772054,2.1493306,2.199774668591862,-0.0362657152146566,-0.0115699768066406,2.160900592803955,2.1493306159973145,279.0,265.0,183.0,213.0,4585.0,3933.0
41,1951,2.182159892630457,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.6,InChI=1S/C2H2Br4/c3-1(4)2(5)6/h1-2H,0.4,,0.0,,0.0,2.182159892630457,2.1337998,2.213751360106336,-0.031591467475879,-0.0411641120910646,2.174963903427124,2.13379979133606,269.0,274.0,175.0,204.0,4469.0,4795.0
42,1952,2.202883158467404,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.7,InChI=1S/C2H2Br4/c3-1(4)2(5)6/h1-2H,0.3,,0.0,,0.0,2.202883158467404,2.1338918,2.22772805162081,-0.0248448931534057,-0.0551353931427001,2.189027214050293,2.1338918209075928,260.0,273.0,168.0,195.0,4273.0,5090.0
43,1953,2.2245274583415475,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.8,InChI=1S/C2H2Br4/c3-1(4)2(5)6/h1-2H,0.2,,0.0,,0.0,2.2245274583415475,2.17263,2.2417047431352835,-0.0171772847937359,-0.0304604530334473,2.203090524673462,2.172630071640014,251.5,253.0,163.0,188.0,4063.0,4525.0
44,1954,2.2464020167249914,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.9,InChI=1S/C2H2Br4/c3-1(4)2(5)6/h1-2H,0.1,,0.0,,0.0,2.2464020167249914,2.204569,2.2556814346497576,-0.0092794179247661,-0.0125847339630129,2.217153835296631,2.204569101333618,238.0,244.0,160.0,186.0,3840.0,3967.0
45,1955,-0.6672891599496745,ln(mPa*s),molar,303.15,K,InChI=1S/C2H3N/c1-2-3/h1H3,0.9,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.1,,0.0,,0.0,-0.6672891599496745,-0.75349855,-0.7861946541518869,0.1189054942022124,0.034015166759491,-0.7875137209892273,-0.7534985542297363,6334.5,6464.0,6325.0,6529.0,1388.0,2721.0
46,1956,-0.1549639767584993,ln(mPa*s),molar,303.15,K,InChI=1S/C2H3N/c1-2-3/h1H3,0.8,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.2,,0.0,,0.0,-0.1549639767584993,-0.45833883,-0.446655456338985,0.2916914795804858,-0.0062396466732025,-0.4520991802215576,-0.4583388268947601,4609.5,5674.0,5475.0,5670.0,530.0,3757.0
47,1957,0.241310917745776,ln(mPa*s),molar,303.15,K,InChI=1S/C2H3N/c1-2-3/h1H3,0.7,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.3,,0.0,,0.0,0.241310917745776,-0.1140933,-0.1071162585260828,0.3484271762718589,0.002591335773468,-0.1166846394538879,-0.1140933036804199,3221.5,4517.0,4242.0,4442.0,417.0,3472.0
48,1958,0.5763370487764098,ln(mPa*s),molar,303.15,K,InChI=1S/C2H3N/c1-2-3/h1H3,0.6,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.4,,0.0,,0.0,0.5763370487764098,0.2693238,0.2324229392868191,0.3439141094895906,0.0505938947200774,0.2187299013137817,0.2693237960338592,2131.0,3143.0,3034.0,3200.0,425.0,2375.0
49,1959,0.8853439682562106,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.5,InChI=1S/C2H3N/c1-2-3/h1H3,0.5,,0.0,,0.0,0.8853439682562106,0.6301496,0.5719621370997211,0.3133818311564895,0.0760051608085632,0.5541444420814514,0.6301496028900146,1368.5,1996.0,1998.0,2137.0,490.0,1958.0
50,1960,1.1835287377989396,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.6,InChI=1S/C2H3N/c1-2-3/h1H3,0.4,,0.0,,0.0,1.1835287377989396,0.9280375,0.9115013349126232,0.2720274028863165,0.0384785413742065,0.889558982849121,0.9280375242233276,971.0,1292.0,1193.0,1251.0,582.0,2629.0
51,1961,1.4464839554188595,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.7,InChI=1S/C2H3N/c1-2-3/h1H3,0.3,,0.0,,0.0,1.4464839554188595,1.2220737,1.2510405327255252,0.1954434226933343,-0.0028998494148253,1.224973523616791,1.222073674201965,734.0,917.0,779.0,830.0,832.0,3629.0
52,1962,1.737991228191906,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.8,InChI=1S/C2H3N/c1-2-3/h1H3,0.2,,0.0,,0.0,1.737991228191906,1.521827,1.590579730538427,0.147411497653479,-0.0385610818862915,1.5603880643844603,1.521826982498169,543.0,650.0,529.0,564.0,1123.0,4726.0
53,1963,2.008314718109407,ln(mPa*s),molar,303.15,K,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.9,InChI=1S/C2H3N/c1-2-3/h1H3,0.1,,0.0,,0.0,2.008314718109407,1.8675146,1.9301189283513291,0.0781957897580776,-0.028287994861603,1.8958026051521304,1.8675146102905276,366.0,402.0,330.0,351.0,1865.0,4471.0
54,1982,0.6104153081527216,ln(mPa*s),molar,313.0,K,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,0.9,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.1,,0.0,,0.0,0.6104153081527216,0.6268022,0.569567448603007,0.0408478595497145,0.0443690091371535,0.5824331969022751,0.6268022060394287,2036.5,2010.0,2010.0,2040.0,2479.0,2504.0
55,1983,0.8003785783247304,ln(mPa*s),molar,313.0,K,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,0.8,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.2,,0.0,,0.0,0.8003785783247304,0.9332948,0.7124658794742176,0.0879126988505127,0.2047993183135985,0.7284954547882081,0.9332947731018066,1540.5,1280.0,1642.0,1650.0,1732.0,829.0
56,1984,0.9472835072577503,ln(mPa*s),molar,313.0,K,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,0.7,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.3,,0.0,,0.0,0.9472835072577503,1.2416099,0.8553643103454278,0.0919191969123225,0.3670522183179856,0.8745577126741408,1.2416099309921265,1258.0,902.0,1301.0,1279.0,1680.0,382.0
