prediction_row_position,source_row_index,value,unit,fraction_type,component_inchi_0,fraction_0,component_inchi_1,fraction_1,component_inchi_2,fraction_2,component_inchi_3,fraction_3,y_true,y_pred,reference_ideal_value,reference_excess_value,predicted_excess,weighted_pure_pred,y_pred_mix,rank_true_desc,rank_pred_desc,rank_reference_ideal_desc,rank_weighted_pure_pred_desc,rank_reference_excess_desc,rank_predicted_excess_desc
10,13,-11.0,Celcius,molar,"InChI=1S/CH4O/c1-2/h2H,1H3",0.6,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.367,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.033,,0.0,-11.0,-7.6334763,2.001899999999999,-13.0019,-9.2913553276062,1.6578790702819817,-7.633476257324219,157.0,177.0,146.0,165.0,120.0,152.0
11,14,-13.2,Celcius,molar,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.562,"InChI=1S/CH4O/c1-2/h2H,1H3",0.4,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.038,,0.0,-13.2,-11.179832,-3.736600000000001,-9.463399999999998,-7.384941810607909,-3.794890647888185,-11.179832458496094,169.5,187.0,175.0,185.0,98.0,133.0
12,15,-16.0,Celcius,molar,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.759,"InChI=1S/CH4O/c1-2/h2H,1H3",0.2,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.041,,0.0,-16.0,-13.893658,-9.603700000000002,-6.396299999999998,-4.530297954559327,-9.363359729766843,-13.893657684326172,182.5,194.0,192.0,192.0,65.0,101.0
13,16,-9.8,Celcius,molar,"InChI=1S/CH4O/c1-2/h2H,1H3",0.53,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.37,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.1,,0.0,-9.8,-6.688385,4.189000000000001,-13.989,-10.212486419677736,3.5241014099121104,-6.688385009765625,141.5,176.0,135.0,155.0,125.0,158.0
14,17,-13.5,Celcius,molar,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.54,"InChI=1S/CH4O/c1-2/h2H,1H3",0.36,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.1,,0.0,-13.5,-9.481422,-0.9620000000000006,-12.538,-8.124808425903318,-1.3566139984130876,-9.481422424316406,171.5,183.0,165.0,179.0,116.0,142.0
15,18,-15.4,Celcius,molar,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.7,"InChI=1S/CH4O/c1-2/h2H,1H3",0.2,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.1,,0.0,-15.4,-11.995068,-5.8100000000000005,-9.59,-6.044839096069337,-5.95022850036621,-11.995067596435549,178.0,188.0,184.0,189.0,100.0,116.0
16,19,-15.5,Celcius,molar,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.72,"InChI=1S/CH4O/c1-2/h2H,1H3",0.18,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.1,,0.0,-15.5,-12.241165,-6.416,-9.084,-5.716734848022462,-6.524430313110351,-12.241165161132812,179.5,190.0,186.0,190.0,93.0,114.0
17,20,2.0,Celcius,molar,"InChI=1S/CH4O/c1-2/h2H,1H3",0.8,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.11,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.09,,0.0,2.0,3.2758255,13.013000000000002,-11.013000000000002,-8.578497200012208,11.85432270050049,3.275825500488281,53.5,107.0,92.0,90.0,105.0,146.0
18,21,-5.5,Celcius,molar,"InChI=1S/CH4O/c1-2/h2H,1H3",0.7,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.18,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.12,,0.0,-5.5,-0.37963104,10.625999999999998,-16.125999999999998,-9.941441497802735,9.561810455322266,-0.3796310424804687,91.0,163.0,99.0,103.0,138.0,155.0
19,22,-9.5,Celcius,molar,"InChI=1S/CH4O/c1-2/h2H,1H3",0.5,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.32,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.18,,0.0,-9.5,-4.0140076,8.424,-17.924,-11.304780807495115,7.290773239135742,-4.014007568359375,136.0,172.0,109.0,125.0,149.0,164.0
20,23,-4.0,Celcius,molar,"InChI=1S/CH4O/c1-2/h2H,1H3",0.66,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.188,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.152,,0.0,-4.0,1.4117317,13.7864,-17.7864,-10.93545347595215,12.347185195922853,1.4117317199707031,79.5,127.0,90.0,89.0,148.0,161.0
21,24,2.5,Celcius,molar,"InChI=1S/CH4O/c1-2/h2H,1H3",0.7,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.22,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.08,,0.0,2.5,4.665264,17.055999999999997,-14.555999999999996,-10.6815145111084,15.346778640747072,4.665264129638672,50.5,95.0,84.0,85.0,128.0,159.0
22,25,2.5,Celcius,molar,"InChI=1S/CH4O/c1-2/h2H,1H3",0.7,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.23,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.07,,0.0,2.5,5.229662,17.698999999999998,-15.198999999999998,-10.695613517761233,15.925275459289551,5.22966194152832,50.5,87.0,83.0,84.0,133.0,160.0
23,26,-15.8,Celcius,molar,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.611,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.235,"InChI=1S/CH4O/c1-2/h2H,1H3",0.154,,0.0,-15.8,-8.105545,1.4766999999999983,-17.276699999999998,-8.644359424591066,0.538814380645753,-8.105545043945312,181.0,179.0,153.0,170.0,145.0,147.0
24,27,-12.8,Celcius,molar,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.44,"InChI=1S/CH4O/c1-2/h2H,1H3",0.3,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.26,,0.0,-12.8,-5.1191826,7.508000000000001,-20.308,-11.295912246704102,6.17672966003418,-5.119182586669922,168.0,174.0,113.0,135.0,155.0,163.0
25,28,-10.5,Celcius,molar,"InChI=1S/CH4O/c1-2/h2H,1H3",0.4,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.3,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.3,,0.0,-10.5,-1.0852661,13.11,-23.61,-12.446992111206058,11.361725997924808,-1.08526611328125,151.5,167.0,91.0,92.0,157.0,171.0
26,29,2.5,Celcius,molar,"InChI=1S/CH4O/c1-2/h2H,1H3",0.6,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.34,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.06,,0.0,2.5,6.9930897,21.742,-19.242,-12.424641723632812,19.41773139953613,6.99308967590332,50.5,79.0,78.0,79.0,153.0,170.0
27,30,-9.7,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.37,"InChI=1S/CH4O/c1-2/h2H,1H3",0.37,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.26,,0.0,-9.7,1.2687683,16.701999999999998,-26.402,-13.281132698059082,14.549901008605955,1.268768310546875,139.5,129.0,85.0,86.0,160.0,175.0
28,31,-4.0,Celcius,molar,"InChI=1S/CH4O/c1-2/h2H,1H3",0.5,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.38,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.12,,0.0,-4.0,5.3602905,21.284,-25.284,-13.500419082641605,18.860709609985356,5.36029052734375,79.5,86.0,80.0,82.0,159.0,176.0
29,32,-16.0,Celcius,molar,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.463,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.428,"InChI=1S/CH4O/c1-2/h2H,1H3",0.109,,0.0,-16.0,-1.9785004,12.523099999999998,-28.5231,-12.390349266052247,10.41184889984131,-1.9785003662109373,182.5,171.0,93.0,98.0,163.0,169.0
30,33,-12.7,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.436,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.348,"InChI=1S/CH4O/c1-2/h2H,1H3",0.216,,0.0,-12.7,0.40678024,16.279600000000002,-28.9796,-13.539845809936526,13.946626052856448,0.4067802429199219,167.0,149.0,86.0,87.0,165.0,177.0
31,34,-4.0,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.459,"InChI=1S/CH4O/c1-2/h2H,1H3",0.427,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.114,,0.0,-4.0,7.2505836,24.1518,-28.1518,-14.084414211273195,21.33499785995484,7.250583648681641,79.5,78.0,73.0,74.0,162.0,184.0
32,35,-15.1,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.47,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.43,"InChI=1S/CH4O/c1-2/h2H,1H3",0.1,,0.0,-15.1,-0.35925674,14.951,-30.051,-12.94240146636963,12.583144721984864,-0.3592567443847656,176.0,162.0,88.0,88.0,166.0,174.0
33,36,-10.0,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.48,"InChI=1S/CH4O/c1-2/h2H,1H3",0.3,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.22,,0.0,-10.0,4.5553665,21.654,-31.654,-14.348293151855469,18.90365966796875,4.555366516113281,146.0,96.0,79.0,81.0,169.0,188.0
34,37,-3.5,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.49,"InChI=1S/CH4O/c1-2/h2H,1H3",0.4,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.11,,0.0,-3.5,8.106829,25.327,-28.827,-14.24633686065674,22.35316555023193,8.106828689575195,72.5,75.0,69.0,72.0,164.0,186.0
35,38,-9.2,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.5,"InChI=1S/CH4O/c1-2/h2H,1H3",0.3,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.2,,0.0,-9.2,5.560112,22.94,-32.14,-14.50054130554199,20.06065330505371,5.560111999511719,129.5,85.0,74.0,77.0,171.0,190.0
36,39,-10.1,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.5,"InChI=1S/CH4O/c1-2/h2H,1H3",0.28,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.22,,0.0,-10.1,4.9760284,22.334,-32.434,-14.510423049926755,19.48645149230957,4.9760284423828125,147.0,92.0,76.0,78.0,173.0,191.0
37,40,2.5,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.56,"InChI=1S/CH4O/c1-2/h2H,1H3",0.4,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.04,,0.0,2.5,12.641853,29.828000000000003,-27.328000000000003,-13.760789947509773,26.402643280029302,12.641853332519531,50.5,65.0,64.0,66.0,161.0,180.0
38,41,-8.8,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.6,"InChI=1S/CH4O/c1-2/h2H,1H3",0.23,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.17,,0.0,-8.8,8.906782,27.249,-36.049,-14.929132995605467,23.835915145874026,8.906782150268555,125.0,72.0,67.0,70.0,180.0,198.0
39,42,-13.5,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.6,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.25,"InChI=1S/CH4O/c1-2/h2H,1H3",0.15,,0.0,-13.5,6.8430367,24.825,-38.325,-14.696071243286134,21.539107894897462,6.843036651611328,171.5,80.0,70.0,73.0,186.0,195.0
40,43,-13.2,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.6,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.26,"InChI=1S/CH4O/c1-2/h2H,1H3",0.14,,0.0,-13.2,6.609457,24.522,-37.722,-14.64254997253418,21.25200698852539,6.609457015991211,169.5,81.0,72.0,75.0,182.0,194.0
41,44,-15.2,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.6,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.33,"InChI=1S/CH4O/c1-2/h2H,1H3",0.07,,0.0,-15.2,5.0026436,22.401,-37.601,-14.23965705871582,19.2423006439209,5.002643585205078,177.0,91.0,75.0,80.0,181.0,185.0
42,45,-3.5,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.61,"InChI=1S/CH4O/c1-2/h2H,1H3",0.3,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.09,,0.0,-3.5,11.884909,30.013,-33.513,-14.539209632873536,26.424118309021,11.88490867614746,72.5,68.0,63.0,65.0,174.0,192.0
43,46,-1.0,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.62,"InChI=1S/CH4O/c1-2/h2H,1H3",0.3,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.08,,0.0,-1.0,12.552347,30.656,-31.656,-14.450267944335938,27.00261512756348,12.55234718322754,63.5,66.0,62.0,64.0,170.0,189.0
44,47,-10.4,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.62,"InChI=1S/CH4O/c1-2/h2H,1H3",0.2,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.18,,0.0,-10.4,9.195946,27.626,-38.026,-14.93566032409668,24.13160606384277,9.195945739746094,150.0,71.0,66.0,69.0,185.0,199.0
45,48,1.7,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.66,"InChI=1S/CH4O/c1-2/h2H,1H3",0.3,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.04,,0.0,1.7,15.773228,33.228,-31.528,-13.543374710083008,29.3166024017334,15.77322769165039,55.5,61.0,58.0,59.0,168.0,178.0
46,49,-7.3,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.7,"InChI=1S/CH4O/c1-2/h2H,1H3",0.17,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.13,,0.0,-7.3,13.042185,31.860999999999997,-39.161,-14.85609306335449,27.898277893066403,13.042184829711914,104.5,64.0,60.0,62.0,187.0,197.0
47,50,-12.5,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.7,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.2,"InChI=1S/CH4O/c1-2/h2H,1H3",0.1,,0.0,-12.5,10.767996,29.74,-42.24,-15.120575714111322,25.888571548461908,10.767995834350586,165.5,69.0,65.0,67.0,189.0,201.0
48,51,-3.8,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.72,"InChI=1S/CH4O/c1-2/h2H,1H3",0.2,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.08,,0.0,-3.8,15.971371,34.056,-37.856,-13.945203552246095,29.91657424926758,15.971370697021484,75.5,60.0,57.0,58.0,184.0,182.0
49,52,-12.5,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.72,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.18,"InChI=1S/CH4O/c1-2/h2H,1H3",0.1,,0.0,-12.5,11.93325,31.026,-43.526,-15.11231475830078,27.045565185546877,11.933250427246094,165.5,67.0,61.0,63.0,192.0,200.0
50,53,0.2,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.75,"InChI=1S/CH4O/c1-2/h2H,1H3",0.2,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.05,,0.0,0.2,18.826242,35.985,-35.785,-12.825822257995604,31.652064704895015,18.82624244689941,60.0,55.0,53.0,53.0,179.0,173.0
51,54,2.0,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.77,"InChI=1S/CH4O/c1-2/h2H,1H3",0.2,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.03,,0.0,2.0,20.954185,37.271,-35.271,-11.854872856140132,32.80905834197998,20.954185485839844,53.5,53.0,51.0,51.0,177.0,166.0
52,55,4.5,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.8,"InChI=1S/CH4O/c1-2/h2H,1H3",0.18,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.02,,0.0,4.5,23.007431,38.59400000000001,-34.09400000000001,-10.962915954589846,33.97034698486328,23.00743103027344,47.0,50.0,22.0,47.0,175.0,162.0
53,56,-9.5,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.8,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.12,"InChI=1S/CH4O/c1-2/h2H,1H3",0.08,,0.0,-9.5,17.153492,35.56400000000001,-45.06400000000001,-13.945845947265628,31.09933792114258,17.153491973876953,136.0,58.0,54.0,54.0,194.0,183.0
54,57,-11.4,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.8,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.14,"InChI=1S/CH4O/c1-2/h2H,1H3",0.06,,0.0,-11.4,16.200615,34.958000000000006,-46.358,-14.32452117919922,30.52513610839844,16.20061492919922,160.0,59.0,55.0,56.0,195.0,187.0
55,58,-13.8,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.816,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.166,"InChI=1S/CH4O/c1-2/h2H,1H3",0.018,,0.0,-13.8,15.638578,34.7142,-48.5142,-14.60632879638672,30.244907211303712,15.638578414916992,173.0,62.0,56.0,57.0,199.0,193.0
56,59,-5.8,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.82,"InChI=1S/CH4O/c1-2/h2H,1H3",0.1,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.08,,0.0,-5.8,20.370535,37.45600000000001,-43.25600000000001,-12.459998474121091,32.83053337097168,20.370534896850582,93.0,54.0,42.0,50.0,190.0,172.0
57,60,-12.4,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.834,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.134,"InChI=1S/CH4O/c1-2/h2H,1H3",0.032,,0.0,-12.4,17.947136,36.2958,-48.6958,-13.741006828308102,31.68814275360107,17.94713592529297,164.0,56.0,52.0,52.0,200.0,179.0
58,61,-9.5,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.859,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.097,"InChI=1S/CH4O/c1-2/h2H,1H3",0.044,,0.0,-9.5,21.26712,38.26689999999999,-47.76689999999999,-12.211785526275634,33.47890588760376,21.267120361328125,136.0,52.0,28.0,49.0,196.0,167.0
59,62,5.5,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.87,"InChI=1S/CH4O/c1-2/h2H,1H3",0.11,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.02,,0.0,5.5,26.893303,40.974,-35.474000000000004,-9.116815452575686,36.010118370056155,26.89330291748047,46.0,46.0,8.0,36.0,178.0,151.0
60,63,1.5,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.87,"InChI=1S/CH4O/c1-2/h2H,1H3",0.1,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.03,,0.0,1.5,26.211914,40.67100000000001,-39.17100000000001,-9.51110340118408,35.72301746368408,26.2119140625,57.0,47.0,10.0,39.0,188.0,154.0
61,64,8.5,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.95,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.025,"InChI=1S/CH4O/c1-2/h2H,1H3",0.025,,0.0,8.5,32.584248,43.54249999999999,-35.04249999999999,-5.613487625122069,38.1977352142334,32.58424758911133,45.0,41.0,5.0,18.0,176.0,112.0
62,65,-18.5,Celcius,molar,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.99,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.01,,0.0,,0.0,-18.5,-17.140095,-17.657,-0.843,-0.2413767623901357,-16.898717994689942,-17.140094757080078,196.5,202.0,202.0,202.0,30.0,32.0
63,66,-19.2,Celcius,molar,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.98,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.02,,0.0,,0.0,-19.2,-16.802994,-17.014,-2.186,-0.4827725982666031,-16.32022117614746,-16.802993774414062,201.0,201.0,201.0,201.0,41.0,36.0
64,67,-19.9,Celcius,molar,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.97,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.03,,0.0,,0.0,-19.9,-16.465878,-16.371000000000002,-3.5289999999999964,-0.7241531753540045,-15.74172435760498,-16.465877532958984,202.0,200.0,200.0,200.0,51.0,41.0
