source,source_file,source_row_index,data_id,split
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,44,mix:44,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,45,mix:45,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,46,mix:46,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,47,mix:47,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,48,mix:48,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,49,mix:49,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,50,mix:50,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,51,mix:51,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,52,mix:52,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,53,mix:53,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,54,mix:54,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,55,mix:55,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,56,mix:56,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,57,mix:57,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,58,mix:58,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,59,mix:59,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,60,mix:60,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,61,mix:61,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,62,mix:62,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,63,mix:63,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,64,mix:64,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,65,mix:65,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,66,mix:66,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,67,mix:67,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,68,mix:68,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,69,mix:69,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,70,mix:70,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,71,mix:71,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,72,mix:72,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,73,mix:73,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,74,mix:74,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,75,mix:75,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,76,mix:76,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,77,mix:77,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,78,mix:78,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,79,mix:79,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,80,mix:80,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,81,mix:81,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,82,mix:82,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,83,mix:83,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,84,mix:84,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,85,mix:85,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,86,mix:86,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,87,mix:87,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,88,mix:88,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,89,mix:89,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,90,mix:90,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,91,mix:91,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,197,mix:197,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,198,mix:198,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,199,mix:199,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,200,mix:200,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,201,mix:201,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,202,mix:202,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,203,mix:203,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,204,mix:204,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,205,mix:205,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,206,mix:206,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,207,mix:207,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,208,mix:208,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,209,mix:209,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,210,mix:210,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,211,mix:211,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,212,mix:212,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,213,mix:213,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,214,mix:214,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,215,mix:215,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,216,mix:216,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,217,mix:217,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,218,mix:218,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,219,mix:219,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,220,mix:220,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,221,mix:221,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,222,mix:222,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,223,mix:223,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,224,mix:224,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,225,mix:225,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,226,mix:226,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,227,mix:227,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,228,mix:228,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,229,mix:229,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,230,mix:230,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,231,mix:231,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,232,mix:232,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,595,mix:595,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,596,mix:596,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,597,mix:597,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,598,mix:598,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,933,mix:933,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,934,mix:934,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,935,mix:935,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,936,mix:936,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,937,mix:937,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,938,mix:938,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,939,mix:939,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,940,mix:940,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,941,mix:941,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,942,mix:942,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,943,mix:943,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,944,mix:944,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,945,mix:945,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,946,mix:946,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,947,mix:947,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,948,mix:948,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,949,mix:949,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,950,mix:950,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,951,mix:951,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,952,mix:952,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,953,mix:953,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,954,mix:954,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,955,mix:955,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,956,mix:956,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,957,mix:957,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,958,mix:958,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,959,mix:959,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,960,mix:960,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,961,mix:961,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,962,mix:962,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,963,mix:963,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,964,mix:964,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,965,mix:965,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,966,mix:966,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,967,mix:967,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,968,mix:968,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,969,mix:969,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,970,mix:970,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,971,mix:971,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,972,mix:972,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,973,mix:973,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,974,mix:974,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,975,mix:975,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,976,mix:976,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,977,mix:977,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,978,mix:978,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,979,mix:979,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,980,mix:980,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,981,mix:981,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,982,mix:982,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,983,mix:983,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,984,mix:984,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,985,mix:985,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,986,mix:986,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,987,mix:987,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,988,mix:988,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,989,mix:989,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,990,mix:990,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,991,mix:991,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,992,mix:992,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,993,mix:993,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,994,mix:994,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,995,mix:995,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,996,mix:996,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,997,mix:997,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,998,mix:998,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,999,mix:999,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,1000,mix:1000,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,1001,mix:1001,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,1002,mix:1002,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,1003,mix:1003,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,1004,mix:1004,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,1005,mix:1005,test
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,0,mix:0,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,1,mix:1,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,2,mix:2,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,92,mix:92,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,93,mix:93,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,94,mix:94,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,95,mix:95,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,96,mix:96,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,97,mix:97,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,98,mix:98,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,99,mix:99,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,100,mix:100,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,101,mix:101,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,102,mix:102,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,103,mix:103,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,104,mix:104,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,105,mix:105,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,106,mix:106,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,107,mix:107,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,108,mix:108,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,109,mix:109,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,110,mix:110,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,111,mix:111,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,112,mix:112,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,113,mix:113,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,114,mix:114,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,115,mix:115,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,116,mix:116,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,117,mix:117,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,118,mix:118,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,119,mix:119,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,120,mix:120,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,121,mix:121,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,122,mix:122,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,123,mix:123,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,124,mix:124,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,125,mix:125,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,126,mix:126,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,127,mix:127,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,128,mix:128,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,129,mix:129,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,130,mix:130,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,131,mix:131,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,132,mix:132,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,133,mix:133,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,134,mix:134,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,135,mix:135,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,136,mix:136,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,137,mix:137,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,138,mix:138,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,139,mix:139,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,140,mix:140,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,141,mix:141,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,142,mix:142,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,143,mix:143,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,144,mix:144,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,145,mix:145,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,146,mix:146,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,147,mix:147,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,148,mix:148,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,149,mix:149,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,150,mix:150,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,151,mix:151,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,152,mix:152,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,153,mix:153,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,154,mix:154,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,155,mix:155,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,156,mix:156,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,157,mix:157,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,158,mix:158,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,159,mix:159,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,160,mix:160,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,161,mix:161,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,162,mix:162,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,163,mix:163,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,164,mix:164,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,165,mix:165,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,166,mix:166,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,167,mix:167,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,168,mix:168,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,169,mix:169,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,170,mix:170,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,171,mix:171,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,172,mix:172,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,173,mix:173,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,174,mix:174,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,175,mix:175,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,176,mix:176,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,177,mix:177,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,178,mix:178,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,179,mix:179,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,180,mix:180,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,181,mix:181,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,182,mix:182,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,183,mix:183,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,184,mix:184,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,185,mix:185,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,186,mix:186,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,187,mix:187,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,188,mix:188,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,189,mix:189,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,190,mix:190,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,191,mix:191,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,192,mix:192,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,193,mix:193,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,194,mix:194,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,195,mix:195,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,196,mix:196,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,268,mix:268,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,269,mix:269,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,270,mix:270,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,271,mix:271,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,272,mix:272,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,273,mix:273,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,274,mix:274,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,275,mix:275,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,276,mix:276,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,277,mix:277,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,278,mix:278,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,279,mix:279,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,280,mix:280,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,281,mix:281,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,282,mix:282,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,283,mix:283,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,284,mix:284,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,285,mix:285,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,286,mix:286,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,287,mix:287,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,288,mix:288,train
mix,datasets/flashpoint/processed_data/flashpoint_mix_exp.csv,289,mix:289,train
