prediction_row_position,source_row_index,value,unit,fraction_type,component_inchi_0,fraction_0,component_inchi_1,fraction_1,component_inchi_2,fraction_2,component_inchi_3,fraction_3,y_true,y_pred,reference_ideal_value,reference_excess_value,predicted_excess,weighted_pure_pred,y_pred_mix,rank_true_desc,rank_pred_desc,rank_reference_ideal_desc,rank_weighted_pure_pred_desc,rank_reference_excess_desc,rank_predicted_excess_desc
10,138,57.69999999999999,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.926,"InChI=1S/C8H16/c1-7-3-5-8(2)6-4-7/h7-8H,3-6H2,1-2H3/t7-,8-",0.074,,0.0,,0.0,57.69999999999999,65.18912,,,-1.8917420578003004,67.08085948944093,65.18911743164062,52.0,39.0,,40.0,,82.0
11,139,62.5,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.926,"InChI=1S/C8H16/c1-7-5-3-4-6-8(7)2/h7-8H,3-6H2,1-2H3/t7-,8+",0.074,,0.0,,0.0,62.5,69.8094,,,-0.5178922729492257,70.32729473876954,69.80940246582031,41.0,33.0,,37.0,,37.0
12,140,58.2,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.926,"InChI=1S/C8H16/c1-7-5-3-4-6-8(7)2/h7-8H,3-6H2,1-2H3/t7-,8-/m1/s1",0.074,,0.0,,0.0,58.2,67.054474,,,-1.3237173080444364,68.37819118499756,67.05447387695312,50.0,37.0,,38.0,,63.0
13,141,60.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.927,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",0.073,,0.0,,0.0,60.0,64.877655,69.547,-9.546999999999995,-0.6793791790008612,65.55703420829774,64.87765502929688,46.0,41.0,48.0,53.0,149.0,43.0
14,142,57.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.927,"InChI=1S/C8H18/c1-4-5-6-7-8(2)3/h8H,4-7H2,1-3H3",0.073,,0.0,,0.0,57.0,64.17206,68.9192,-11.919200000000004,-1.2067728004455631,65.37883090591431,64.17205810546875,54.0,47.0,57.0,57.0,156.0,59.0
15,143,54.19999999999999,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.927,"InChI=1S/C8H18/c1-4-6-7-8(3)5-2/h8H,4-7H2,1-3H3",0.073,,0.0,,0.0,54.19999999999999,65.20489,69.109,-14.909000000000006,-0.5908792686462476,65.79576665878297,65.20488739013672,57.5,38.0,55.0,52.0,159.0,38.0
16,144,54.19999999999999,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.928,"InChI=1S/C8H18/c1-4-6-8(3)7-5-2/h8H,4-7H2,1-3H3",0.072,,0.0,,0.0,54.19999999999999,64.25346,69.1544,-14.954400000000009,-0.9091694641113292,65.16263320922852,64.25346374511719,57.5,46.0,53.0,59.0,160.0,51.0
17,145,49.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.927,"InChI=1S/C8H18/c1-5-6-7-8(2,3)4/h5-7H2,1-4H3",0.073,,0.0,,0.0,49.0,58.517506,68.3571,-19.357100000000003,-6.347441951751705,64.86494759750366,58.51750564575195,73.0,55.0,58.0,60.0,168.0,162.0
18,146,53.69999999999999,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.928,"InChI=1S/C8H18/c1-5-7(3)8(4)6-2/h7-8H,5-6H2,1-4H3",0.072,,0.0,,0.0,53.69999999999999,63.636963,70.9472,-17.247200000000007,-3.122649291992189,66.75961218261719,63.636962890625,60.0,48.0,43.0,42.0,164.0,119.0
19,147,51.6,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.927,"InChI=1S/C8H18/c1-5-7-8(3,4)6-2/h5-7H2,1-4H3",0.073,,0.0,,0.0,51.6,57.753258,69.2769,-17.676899999999996,-7.73464305305481,65.48790080451965,57.75325775146485,64.0,56.0,51.0,54.0,165.0,180.0
20,148,50.30000000000001,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.926,"InChI=1S/C8H18/c1-5-8(4)6-7(2)3/h7-8H,5-6H2,1-4H3",0.074,,0.0,,0.0,50.30000000000001,62.09025,69.264,-18.963999999999984,-3.753972789764404,65.84422089767456,62.09024810791016,69.0,52.0,52.0,51.0,167.0,130.0
21,149,49.19999999999999,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.928,"InChI=1S/C8H18/c1-5-8(4)6-7(2)3/h7-8H,5-6H2,1-4H3",0.072,,0.0,,0.0,49.19999999999999,62.278053,69.392,-20.192000000000007,-3.6740394744873015,65.95209275817871,62.278053283691406,72.0,51.0,49.0,49.0,170.0,127.0
22,150,53.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.927,"InChI=1S/C8H18/c1-6(2)8(5)7(3)4/h6-8H,1-5H3",0.073,,0.0,,0.0,53.0,58.691635,68.963,-15.962999999999994,-6.72325244522095,65.41488757705689,58.69163513183594,63.0,54.0,56.0,56.0,163.0,167.0
23,151,50.19999999999999,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.926,"InChI=1S/C8H18/c1-6-7(2)8(3,4)5/h7H,6H2,1-5H3",0.074,,0.0,,0.0,50.19999999999999,55.812767,69.116,-18.91600000000001,-9.66328746795655,65.47605449676514,55.812767028808594,70.0,57.0,54.0,55.0,166.0,189.0
24,152,50.5,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.927,"InChI=1S/C8H18/c1-7(2)5-6-8(3)4/h7-8H,5-6H2,1-4H3",0.073,,0.0,,0.0,50.5,62.44364,70.496,-19.995999999999995,-3.789493419647215,66.23313508224487,62.443641662597656,67.0,49.0,45.0,45.0,169.0,131.0
25,153,43.0,Celcius,molar,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.927,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.073,,0.0,,0.0,43.0,53.839687,67.722,-24.722,-10.987428314208984,64.8271156616211,53.83968734741211,84.0,59.0,60.0,61.0,173.0,192.0
26,163,147.7,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.898,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.102,,0.0,,0.0,147.7,140.00641,148.3376,-0.6376000000000204,-0.3824847717285138,140.38889346313476,140.00640869140625,16.0,21.0,21.0,21.0,58.0,30.0
27,164,144.8,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.795,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.205,,0.0,,0.0,144.8,137.5584,146.154,-1.353999999999985,-0.7051659393310672,138.26356132507323,137.5583953857422,19.0,22.0,22.0,22.0,69.0,46.0
28,165,139.8,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.597,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.403,,0.0,,0.0,139.8,133.10765,141.9564,-2.1563999999999908,-1.0703206329345676,134.1779713897705,133.10765075683594,23.0,24.0,24.0,24.0,82.0,56.0
29,166,136.2,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.6,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.4,,0.0,,0.0,136.2,129.14973,137.78,-1.5800000000000125,-0.9632812499999944,130.1130157470703,129.1497344970703,24.0,26.0,27.0,27.0,73.0,53.0
30,167,133.0,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.8,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.2,,0.0,,0.0,133.0,125.34338,133.54000000000002,-0.5400000000000205,-0.6427734375000114,125.98615722656253,125.3433837890625,27.0,29.0,29.0,29.0,57.0,42.0
31,168,161.0,Celcius,molar,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",0.896,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.104,,0.0,,0.0,161.0,157.8339,165.9464,-4.946400000000011,-0.4438765869140582,158.27776940917968,157.83389282226562,7.0,10.0,10.0,10.0,114.0,34.0
32,169,155.0,Celcius,molar,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",0.8,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.2,,0.0,,0.0,155.0,153.49799,162.02,-7.02000000000001,-0.8778045654296989,154.37579040527345,153.49798583984375,13.0,14.0,14.0,14.0,134.0,49.0
33,170,145.5,Celcius,molar,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",0.6,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.4,,0.0,,0.0,145.5,144.46783,153.84,-8.340000000000003,-1.7788330078125227,146.24666748046877,144.46783447265625,18.0,18.0,19.0,19.0,142.0,80.0
34,171,140.1,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.602,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",0.398,,0.0,,0.0,140.1,135.73491,145.57819999999998,-5.478199999999987,-2.301344268798829,138.03625332641602,135.7349090576172,22.0,23.0,23.0,23.0,119.0,98.0
35,172,135.0,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.799,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",0.201,,0.0,,0.0,135.0,128.40894,137.5209,-2.520900000000012,-1.620131698608418,130.02906724548342,128.408935546875,26.0,27.0,28.0,28.0,91.0,74.0
36,173,166.4,Celcius,molar,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.875,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.125,,0.0,,0.0,166.4,171.17355,178.3875,-11.987499999999985,-0.5116653442382812,171.68521881103516,171.17355346679688,4.0,2.0,2.0,2.0,157.0,36.0
37,174,159.3,Celcius,molar,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.78,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.22,,0.0,,0.0,159.3,165.36076,173.05800000000002,-13.75800000000001,-0.9147839355468932,166.27554748535158,165.3607635498047,9.0,5.0,5.0,5.0,158.0,52.0
38,175,147.5,Celcius,molar,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.6,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.4,,0.0,,0.0,147.5,154.32297,162.96,-15.460000000000008,-1.7026763916015852,156.02564392089846,154.32296752929688,17.0,13.0,11.0,11.0,161.0,75.0
39,176,140.8,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.594,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.406,,0.0,,0.0,140.8,142.4093,152.0766,-11.276600000000002,-2.5692238769531173,144.97852563476562,142.4093017578125,21.0,19.0,20.0,20.0,154.0,105.0
40,177,135.3,Celcius,molar,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",0.79,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.21,,0.0,,0.0,135.3,131.43486,141.08100000000002,-5.781000000000006,-2.382659301757826,133.81751953125,131.4348602294922,25.0,25.0,25.0,25.0,126.0,99.0
41,178,167.0,Celcius,molar,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",0.896,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.104,,0.0,,0.0,167.0,160.42981,168.1512,-1.151199999999989,0.0060737304687563,160.42373583984374,160.4298095703125,3.0,7.0,8.0,8.0,64.0,17.0
42,179,165.0,Celcius,molar,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",0.8,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.2,,0.0,,0.0,165.0,158.51283,166.26,-1.259999999999991,0.0101837158203181,158.50264892578124,158.51283264160156,6.0,9.0,9.0,9.0,67.0,16.0
43,180,160.2,Celcius,molar,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",0.6,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.4,,0.0,,0.0,160.2,154.50629,162.32,-2.1200000000000045,0.0059020996093863,154.50038452148436,154.50628662109375,8.0,12.0,13.0,13.0,81.0,18.0
44,181,156.9,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.6,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",0.4,,0.0,,0.0,156.9,150.47304,158.38,-1.4799999999999898,-0.0250823974609488,150.4981201171875,150.47303771972656,12.0,15.0,15.0,15.0,72.0,21.0
45,182,153.5,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.8,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",0.2,,0.0,,0.0,153.5,146.44757,154.44,-0.9399999999999976,-0.0482849121093806,146.49585571289063,146.44757080078125,15.0,17.0,17.0,18.0,63.0,22.0
46,183,174.4,Celcius,molar,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.819,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.181,,0.0,,0.0,174.4,172.25906,179.0831,-4.683099999999996,0.0278968353271693,172.23116688537596,172.25906372070312,1.0,1.0,1.0,1.0,113.0,14.0
47,184,170.74,Celcius,molar,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.738,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.262,,0.0,,0.0,170.74,169.32211,176.2562,-5.516199999999998,0.0320250549316369,169.29008798217774,169.32211303710938,2.0,4.0,4.0,4.0,120.0,13.0
48,185,165.8,Celcius,molar,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.597,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.403,,0.0,,0.0,165.8,164.20937,171.33530000000002,-5.535300000000007,0.038933731079112,164.17043211364745,164.20936584472656,5.0,6.0,6.0,6.0,121.0,12.0
49,186,157.8,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.643,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.357,,0.0,,0.0,157.8,155.49825,162.95929999999998,-5.159299999999973,0.0421209869384711,155.45612425231934,155.4982452392578,10.0,11.0,12.0,12.0,117.0,11.0
50,187,154.7,Celcius,molar,"InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",0.813,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.187,,0.0,,0.0,154.7,149.26308,157.0263,-2.326300000000004,-0.0204127349853422,149.2834895172119,149.26307678222656,14.0,16.0,16.0,16.0,89.0,20.0
51,443,-5.75,Celcius,molar,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",0.736,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.176,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.088,,0.0,-5.75,-0.25759888,,,-2.6883158569335937,2.4307169799804687,-0.257598876953125,201.0,181.0,,191.0,,108.0
52,444,-3.4499999999999886,Celcius,molar,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",0.344,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.328,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.328,,0.0,-3.4499999999999886,0.7834892,,,-5.182364822387696,5.965854049682617,0.7834892272949219,197.5,175.0,,178.0,,150.0
53,445,-2.9499999999999886,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.494,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",0.259,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.247,,0.0,-2.9499999999999886,1.0869179,,,-6.6897659034729005,7.776683780670166,1.0869178771972656,195.0,174.0,,174.0,,164.0
54,446,-3.4499999999999886,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.564,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",0.295,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.141,,0.0,-3.4499999999999886,1.2855911,,,-6.82546110534668,8.11105223083496,1.2855911254882812,197.5,173.0,,170.0,,169.0
55,447,-1.849999999999966,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.568,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.284,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",0.148,,0.0,-1.849999999999966,1.8430862,,,-7.177627548217773,9.020713790893554,1.8430862426757808,187.0,169.0,,166.0,,172.0
56,448,1.5500000000000114,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.856,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.114,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",0.03,,0.0,1.5500000000000114,7.1943645,,,-4.791959396362305,11.986323944091795,7.194364547729492,169.0,153.0,,156.0,,147.0
57,449,2.050000000000012,Celcius,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",0.887,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",0.058,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.055,,0.0,2.050000000000012,8.193071,,,-3.869293592453003,12.062364957809448,8.193071365356445,165.5,151.0,,155.0,,133.0
58,518,15.5,Celcius,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.652,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",0.348,,0.0,,0.0,15.5,36.89384,48.408,-32.908,-1.0747816772460936,37.968622467041016,36.89384078979492,140.0,99.0,73.0,97.0,176.0,57.0
59,519,16.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",0.65,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.35,,0.0,,0.0,16.0,43.06639,77.4,-61.400000000000006,-14.094348526000978,57.16073951721192,43.06639099121094,137.0,79.0,40.0,63.0,184.0,196.0
60,520,20.0,Celcius,molar,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",0.799,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.201,,0.0,,0.0,20.0,49.90628,91.704,-71.70400000000001,-16.723417411804206,66.62969792938233,49.906280517578125,131.0,65.0,37.0,43.0,186.0,197.0
